issuer_code,day_week,violation_category,count
330039,1,2,113
330039,1,3,7
330039,1,5,9
330039,1,6,1
330039,2,2,112
330039,2,3,3
330039,2,5,7
330039,2,6,5
330039,3,2,104
330039,3,3,6
330039,3,5,7
330039,3,6,1
330039,4,2,120
330039,4,3,3
330039,4,5,4
330039,5,2,113
330039,5,3,6
330039,5,5,10
330039,5,6,1
330039,7,2,318
330039,7,3,18
330039,7,5,20
330039,7,6,7
330068,1,2,71
330068,1,3,31
330068,1,4,30
330068,1,5,116
330068,2,2,93
330068,2,3,34
330068,2,4,47
330068,2,5,128
330068,3,2,115
330068,3,3,30
330068,3,4,33
330068,3,5,149
330068,4,2,83
330068,4,3,27
330068,4,4,33
330068,4,5,93
330068,5,2,93
330068,5,3,25
330068,5,4,32
330068,5,5,107
330068,6,2,8
330068,6,3,1
330068,6,4,7
330068,6,5,10
330069,1,2,80
330069,1,3,50
330069,1,4,22
330069,1,5,218
330069,2,2,87
330069,2,3,81
330069,2,4,11
330069,2,5,189
330069,3,2,93
330069,3,3,67
330069,3,4,19
330069,3,5,197
330069,4,2,75
330069,4,3,78
330069,4,4,12
330069,4,5,187
330069,5,2,109
330069,5,3,81
330069,5,4,21
330069,5,5,221
330551,1,2,255
330551,1,3,7
330551,1,4,13
330551,1,5,26
330551,2,2,274
330551,2,3,7
330551,2,4,6
330551,2,5,20
330551,3,2,312
330551,3,3,2
330551,3,4,8
330551,3,5,19
330551,4,1,84
330551,4,2,367
330551,4,3,7
330551,4,4,12
330551,4,5,35
330551,5,1,52
330551,5,2,221
330551,5,3,1
330551,5,4,5
330551,5,5,24
330593,1,2,111
330593,1,3,30
330593,1,4,67
330593,1,5,190
330593,2,2,100
330593,2,3,37
330593,2,4,66
330593,2,5,187
330593,3,2,98
330593,3,3,33
330593,3,4,58
330593,3,5,189
330593,4,2,100
330593,4,3,25
330593,4,4,62
330593,4,5,158
330593,5,2,78
330593,5,3,31
330593,5,4,57
330593,5,5,187
330593,6,2,4
330593,6,5,2
330924,1,2,160
330924,1,3,45
330924,1,4,8
330924,1,5,99
330924,2,2,142
330924,2,3,85
330924,2,4,4
330924,2,5,89
330924,3,2,155
330924,3,3,60
330924,3,4,6
330924,3,5,113
330924,4,2,167
330924,4,3,71
330924,4,4,6
330924,4,5,129
330924,5,2,204
330924,5,3,111
330924,5,4,13
330924,5,5,127
330924,6,2,62
330924,6,3,5
330924,6,4,8
330924,6,5,43
330957,1,2,156
330957,1,3,21
330957,1,4,46
330957,1,5,107
330957,2,2,141
330957,2,3,38
330957,2,4,30
330957,2,5,102
330957,3,2,145
330957,3,3,26
330957,3,4,36
330957,3,5,97
330957,4,2,130
330957,4,3,36
330957,4,4,35
330957,4,5,95
330957,5,2,128
330957,5,3,13
330957,5,4,34
330957,5,5,79
330978,1,1,79
330978,1,2,157
330978,1,3,23
330978,1,4,4
330978,1,5,46
330978,1,6,1
330978,2,1,32
330978,2,2,87
330978,2,3,26
330978,2,4,1
330978,2,5,45
330978,2,6,1
330978,3,1,5
330978,3,2,80
330978,3,3,56
330978,3,5,48
330978,3,6,1
330978,4,1,36
330978,4,2,87
330978,4,3,35
330978,4,4,2
330978,4,5,42
330978,4,6,1
330978,5,1,47
330978,5,2,105
330978,5,3,31
330978,5,4,1
330978,5,5,26
330978,5,6,1
330978,6,1,5
330978,6,2,234
330978,6,3,86
330978,6,4,13
330978,6,5,95
330978,6,6,2
330978,7,2,106
330978,7,3,3
330978,7,5,20
331074,1,1,66
331074,1,2,68
331074,1,3,8
331074,1,5,31
331074,1,6,1
331074,2,1,16
331074,2,2,85
331074,2,3,8
331074,2,5,34
331074,2,6,5
331074,3,1,7
331074,3,2,22
331074,3,3,10
331074,3,5,21
331074,3,6,2
331074,4,1,38
331074,4,2,65
331074,4,3,12
331074,4,4,1
331074,4,5,29
331074,5,1,37
331074,5,2,28
331074,5,3,18
331074,5,5,27
331074,5,6,2
331074,6,2,47
331074,6,3,2
331074,6,5,43
331074,6,6,10
331074,7,2,71
331074,7,3,6
331074,7,5,63
331074,7,6,4
331261,1,2,195
331261,1,3,9
331261,1,5,176
331261,2,2,236
331261,2,3,25
331261,2,5,234
331261,3,2,230
331261,3,3,18
331261,3,5,250
331261,4,2,169
331261,4,3,20
331261,4,5,166
331261,5,2,185
331261,5,3,14
331261,5,5,173
331261,7,2,2
331261,7,3,1
331261,7,5,2
331356,1,2,110
331356,1,3,10
331356,1,5,12
331356,2,2,95
331356,2,3,5
331356,2,4,3
331356,2,5,25
331356,3,2,99
331356,3,3,13
331356,3,5,9
331356,4,2,129
331356,4,3,14
331356,4,5,14
331356,5,2,162
331356,5,3,9
331356,5,5,18
331356,6,2,156
331356,6,3,29
331356,6,4,1
331356,6,5,74
331356,6,6,1
331794,1,1,1
331794,1,2,53
331794,1,4,52
331794,1,5,67
331794,2,1,20
331794,2,2,82
331794,2,3,11
331794,2,4,125
331794,2,5,199
331794,3,2,119
331794,3,3,5
331794,3,4,89
331794,3,5,156
331794,4,1,12
331794,4,2,120
331794,4,3,10
331794,4,4,98
331794,4,5,150
331794,5,1,21
331794,5,2,126
331794,5,3,17
331794,5,4,119
331794,5,5,184
331794,6,2,12
331794,6,4,2
331794,6,5,14
331829,1,2,164
331829,1,3,21
331829,1,4,24
331829,1,5,48
331829,2,2,170
331829,2,3,18
331829,2,4,18
331829,2,5,55
331829,3,2,97
331829,3,3,9
331829,3,4,10
331829,3,5,29
331829,4,2,94
331829,4,3,7
331829,4,4,2
331829,4,5,31
331829,5,2,84
331829,5,3,5
331829,5,4,3
331829,5,5,16
331829,6,2,285
331829,6,3,60
331829,6,4,7
331829,6,5,125
331829,7,2,203
331829,7,3,31
331829,7,5,46
332944,1,1,3
332944,1,2,152
332944,1,3,10
332944,1,4,1
332944,1,5,38
332944,1,6,4
332944,2,1,4
332944,2,2,147
332944,2,3,14
332944,2,5,49
332944,3,1,2
332944,3,2,115
332944,3,3,18
332944,3,5,51
332944,3,6,11
332944,4,1,13
332944,4,2,125
332944,4,3,16
332944,4,5,43
332944,4,6,7
332944,5,1,5
332944,5,2,154
332944,5,3,24
332944,5,5,44
332944,5,6,6
332944,6,2,234
332944,6,3,24
332944,6,4,3
332944,6,5,111
332944,6,6,12
332944,7,2,37
332944,7,3,2
332944,7,5,3
341171,1,1,57
341171,1,2,240
341171,1,3,8
341171,1,4,24
341171,1,5,192
341171,2,1,33
341171,2,2,319
341171,2,3,9
341171,2,4,22
341171,2,5,181
341171,3,1,4
341171,3,2,233
341171,3,3,12
341171,3,4,33
341171,3,5,194
341171,4,1,40
341171,4,2,228
341171,4,3,6
341171,4,4,37
341171,4,5,157
341171,5,1,41
341171,5,2,290
341171,5,3,9
341171,5,4,34
341171,5,5,179
341171,6,2,18
341171,6,3,1
341171,6,4,4
341171,6,5,42
341240,1,2,194
341240,1,3,41
341240,1,4,68
341240,1,5,113
341240,2,2,214
341240,2,3,58
341240,2,4,72
341240,2,5,111
341240,2,6,1
341240,3,2,203
341240,3,3,40
341240,3,4,63
341240,3,5,83
341240,4,2,155
341240,4,3,32
341240,4,4,63
341240,4,5,97
341240,4,6,1
341240,5,2,153
341240,5,3,28
341240,5,4,54
341240,5,5,63
341240,7,2,37
341240,7,3,6
341240,7,5,9
341891,1,2,79
341891,1,3,39
341891,1,4,16
341891,1,5,118
341891,2,2,97
341891,2,3,22
341891,2,4,14
341891,2,5,180
341891,3,2,156
341891,3,3,49
341891,3,4,33
341891,3,5,172
341891,4,2,97
341891,4,3,39
341891,4,4,13
341891,4,5,134
341891,5,2,107
341891,5,3,32
341891,5,4,8
341891,5,5,180
341964,1,2,191
341964,1,3,39
341964,1,4,29
341964,1,5,255
341964,2,2,169
341964,2,3,52
341964,2,4,18
341964,2,5,222
341964,3,2,157
341964,3,3,34
341964,3,4,15
341964,3,5,186
341964,4,2,135
341964,4,3,41
341964,4,4,21
341964,4,5,183
341964,5,2,127
341964,5,3,47
341964,5,4,20
341964,5,5,178
341964,6,2,5
341964,6,4,3
341964,6,5,4
343455,1,1,9
343455,1,2,126
343455,1,3,25
343455,1,4,14
343455,1,5,87
343455,2,1,3
343455,2,2,127
343455,2,3,29
343455,2,4,12
343455,2,5,95
343455,2,6,7
343455,3,1,2
343455,3,2,99
343455,3,3,25
343455,3,4,7
343455,3,5,57
343455,3,6,11
343455,4,1,16
343455,4,2,88
343455,4,3,20
343455,4,4,5
343455,4,5,69
343455,4,6,10
343455,5,1,9
343455,5,2,124
343455,5,3,30
343455,5,4,5
343455,5,5,81
343455,5,6,14
343455,6,2,101
343455,6,3,14
343455,6,4,9
343455,6,5,61
343455,7,2,150
343455,7,3,3
343455,7,5,46
343455,7,6,1
343930,1,1,117
343930,1,2,88
343930,1,3,17
343930,1,4,12
343930,1,5,67
343930,2,1,127
343930,2,2,111
343930,2,3,20
343930,2,4,26
343930,2,5,82
343930,3,1,10
343930,3,2,94
343930,3,3,14
343930,3,4,18
343930,3,5,71
343930,4,1,94
343930,4,2,109
343930,4,3,16
343930,4,4,20
343930,4,5,59
343930,5,1,107
343930,5,2,84
343930,5,3,6
343930,5,4,6
343930,5,5,68
345369,1,2,184
345369,1,3,55
345369,1,4,4
345369,1,5,136
345369,2,2,211
345369,2,3,62
345369,2,4,6
345369,2,5,120
345369,3,2,177
345369,3,3,65
345369,3,4,12
345369,3,5,131
345369,4,2,170
345369,4,3,67
345369,4,4,15
345369,4,5,139
345369,5,2,149
345369,5,3,67
345369,5,4,4
345369,5,5,126
345369,6,2,57
345369,6,3,25
345369,6,4,8
345369,6,5,77
345388,1,1,1
345388,1,2,108
345388,1,3,34
345388,1,4,25
345388,1,5,128
345388,2,1,1
345388,2,2,114
345388,2,3,57
345388,2,4,18
345388,2,5,140
345388,3,2,89
345388,3,3,59
345388,3,4,12
345388,3,5,149
345388,4,2,89
345388,4,3,41
345388,4,4,10
345388,4,5,132
345388,5,2,80
345388,5,3,33
345388,5,4,12
345388,5,5,110
345388,6,2,8
345388,6,3,1
345388,6,4,3
345388,6,5,9
345388,7,2,6
345388,7,5,17
345513,1,2,117
345513,1,3,40
345513,1,4,45
345513,1,5,165
345513,2,2,139
345513,2,3,67
345513,2,4,52
345513,2,5,189
345513,3,2,124
345513,3,3,49
345513,3,4,41
345513,3,5,154
345513,4,2,123
345513,4,3,61
345513,4,4,33
345513,4,5,137
345513,5,2,142
345513,5,3,56
345513,5,4,37
345513,5,5,178
345513,6,1,9
345513,6,2,32
345513,6,3,6
345513,6,4,7
345513,6,5,40
345535,1,2,217
345535,1,3,22
345535,1,5,10
345535,2,1,6
345535,2,2,288
345535,2,3,28
345535,2,5,14
345535,3,2,223
345535,3,3,26
345535,3,5,11
345535,4,1,38
345535,4,2,396
345535,4,3,48
345535,4,5,17
345535,5,1,2
345535,5,2,179
345535,5,3,24
345535,5,5,9
345535,6,2,34
345535,6,5,1
345551,1,1,54
345551,1,2,211
345551,1,3,58
345551,1,5,43
345551,1,6,3
345551,2,1,78
345551,2,2,163
345551,2,3,57
345551,2,4,1
345551,2,5,37
345551,2,6,8
345551,3,1,1
345551,3,2,175
345551,3,3,62
345551,3,5,31
345551,3,6,8
345551,4,1,115
345551,4,2,196
345551,4,3,62
345551,4,5,42
345551,4,6,8
345551,5,1,29
345551,5,2,167
345551,5,3,49
345551,5,5,26
345551,5,6,8
345551,6,2,172
345551,6,3,37
345551,6,5,21
345551,6,6,4
345551,7,2,5
345551,7,3,3
345557,1,1,13
345557,1,2,57
345557,1,3,8
345557,1,4,3
345557,1,5,117
345557,2,1,6
345557,2,2,37
345557,2,3,14
345557,2,4,4
345557,2,5,48
345557,3,1,3
345557,3,2,43
345557,3,3,19
345557,3,4,3
345557,3,5,86
345557,4,1,2
345557,4,2,58
345557,4,3,10
345557,4,4,3
345557,4,5,139
345557,5,1,9
345557,5,2,56
345557,5,3,9
345557,5,4,2
345557,5,5,106
345557,6,2,1
345557,6,3,1
345557,6,4,1
345557,6,5,7
345557,7,2,29
345557,7,3,4
345557,7,5,4
346045,1,1,47
346045,1,2,61
346045,1,3,42
346045,1,4,26
346045,1,5,76
346045,2,1,77
346045,2,2,108
346045,2,3,89
346045,2,4,46
346045,2,5,102
346045,3,1,24
346045,3,2,118
346045,3,3,97
346045,3,4,44
346045,3,5,79
346045,4,1,40
346045,4,2,62
346045,4,3,59
346045,4,4,44
346045,4,5,68
346045,5,1,29
346045,5,2,51
346045,5,3,46
346045,5,4,14
346045,5,5,42
346045,6,5,1
346045,7,3,1
346086,1,1,108
346086,1,2,190
346086,1,3,13
346086,1,4,7
346086,1,5,52
346086,2,1,196
346086,2,2,257
346086,2,3,19
346086,2,4,5
346086,2,5,37
346086,3,1,1
346086,3,2,342
346086,3,3,26
346086,3,4,12
346086,3,5,43
346086,4,1,126
346086,4,2,254
346086,4,3,25
346086,4,4,14
346086,4,5,58
346086,5,1,127
346086,5,2,236
346086,5,3,19
346086,5,4,11
346086,5,5,37
346086,6,1,33
346086,6,2,155
346086,6,3,11
346086,6,4,10
346086,6,5,52
346086,7,2,2
346157,1,1,47
346157,1,2,244
346157,1,3,6
346157,1,4,24
346157,1,5,100
346157,2,1,45
346157,2,2,263
346157,2,3,9
346157,2,4,21
346157,2,5,76
346157,3,1,2
346157,3,2,167
346157,3,3,12
346157,3,4,36
346157,3,5,86
346157,4,1,40
346157,4,2,212
346157,4,3,13
346157,4,4,34
346157,4,5,70
346157,5,1,68
346157,5,2,213
346157,5,3,4
346157,5,4,22
346157,5,5,50
346157,6,1,10
346157,6,2,62
346157,6,3,7
346157,6,4,28
346157,6,5,101
346166,1,2,189
346166,1,3,66
346166,1,4,30
346166,1,5,164
346166,2,2,175
346166,2,3,71
346166,2,4,23
346166,2,5,165
346166,3,2,191
346166,3,3,66
346166,3,4,33
346166,3,5,165
346166,4,2,193
346166,4,3,56
346166,4,4,36
346166,4,5,164
346166,5,2,192
346166,5,3,71
346166,5,4,26
346166,5,5,164
346166,6,1,2
346166,6,2,245
346166,6,3,131
346166,6,4,5
346166,6,5,142
346166,7,2,15
346166,7,3,2
346166,7,5,1
346167,1,2,171
346167,1,3,63
346167,1,4,37
346167,1,5,180
346167,2,2,206
346167,2,3,73
346167,2,4,24
346167,2,5,200
346167,3,2,140
346167,3,3,64
346167,3,4,28
346167,3,5,155
346167,4,2,155
346167,4,3,65
346167,4,4,35
346167,4,5,180
346167,5,2,163
346167,5,3,82
346167,5,4,30
346167,5,5,170
346167,6,2,7
346167,6,4,1
346167,6,5,8
346192,1,2,158
346192,1,3,38
346192,1,4,29
346192,1,5,191
346192,2,2,144
346192,2,3,41
346192,2,4,34
346192,2,5,216
346192,3,2,140
346192,3,3,31
346192,3,4,27
346192,3,5,165
346192,4,2,27
346192,4,3,9
346192,4,4,4
346192,4,5,47
346192,5,2,115
346192,5,3,34
346192,5,4,20
346192,5,5,124
346192,7,2,25
346192,7,3,4
346204,1,1,17
346204,1,2,220
346204,1,3,36
346204,1,5,8
346204,1,6,11
346204,2,1,8
346204,2,2,201
346204,2,3,60
346204,2,5,22
346204,2,6,5
346204,3,1,7
346204,3,2,215
346204,3,3,77
346204,3,5,25
346204,3,6,4
346204,4,1,21
346204,4,2,227
346204,4,3,53
346204,4,5,24
346204,4,6,9
346204,5,1,13
346204,5,2,190
346204,5,3,69
346204,5,5,16
346204,5,6,9
346204,6,2,59
346204,6,3,24
346204,6,5,1
346204,6,6,21
346204,7,2,23
346204,7,3,2
346204,7,6,3
346357,1,1,69
346357,1,2,178
346357,1,3,24
346357,1,4,15
346357,1,5,65
346357,2,1,58
346357,2,2,266
346357,2,3,23
346357,2,4,13
346357,2,5,75
346357,3,2,291
346357,3,3,22
346357,3,4,29
346357,3,5,68
346357,4,1,65
346357,4,2,284
346357,4,3,33
346357,4,4,22
346357,4,5,88
346357,5,1,91
346357,5,2,361
346357,5,3,36
346357,5,4,23
346357,5,5,64
346357,6,1,1
346357,6,2,30
346357,6,3,2
346357,6,5,20
347576,1,2,57
347576,1,3,1
347576,1,4,5
347576,1,5,25
347576,1,6,1
347576,2,2,54
347576,2,3,3
347576,2,4,2
347576,2,5,19
347576,3,2,58
347576,3,3,1
347576,3,4,1
347576,3,5,20
347576,4,2,60
347576,4,3,1
347576,4,4,9
347576,4,5,29
347576,5,2,78
347576,5,3,3
347576,5,4,6
347576,5,5,34
347576,7,2,34
347576,7,3,10
347576,7,5,5
347581,1,2,39
347581,1,3,4
347581,1,4,49
347581,1,5,79
347581,2,1,8
347581,2,2,11
347581,2,3,4
347581,2,4,38
347581,2,5,72
347581,3,2,16
347581,3,3,1
347581,3,4,14
347581,3,5,35
347581,4,2,25
347581,4,3,4
347581,4,4,27
347581,4,5,37
347581,5,2,18
347581,5,3,1
347581,5,4,14
347581,5,5,41
347581,6,2,1
347581,6,4,1
347581,6,5,1
347594,1,2,111
347594,1,3,41
347594,1,4,8
347594,1,5,55
347594,1,6,1
347594,2,2,141
347594,2,3,56
347594,2,4,6
347594,2,5,87
347594,2,6,2
347594,3,2,136
347594,3,3,34
347594,3,4,8
347594,3,5,63
347594,4,2,136
347594,4,3,32
347594,4,4,7
347594,4,5,65
347594,5,2,195
347594,5,3,49
347594,5,4,12
347594,5,5,159
347594,7,2,35
347594,7,3,1
347594,7,5,6
347679,1,2,141
347679,1,3,46
347679,1,4,1
347679,1,5,147
347679,2,2,139
347679,2,3,72
347679,2,5,203
347679,3,2,138
347679,3,3,39
347679,3,5,188
347679,4,2,170
347679,4,3,39
347679,4,5,187
347679,7,2,1
348515,1,1,128
348515,1,2,167
348515,1,3,14
348515,1,4,37
348515,1,5,136
348515,2,1,166
348515,2,2,254
348515,2,3,10
348515,2,4,33
348515,2,5,63
348515,3,2,133
348515,3,3,22
348515,3,4,55
348515,3,5,161
348515,4,1,93
348515,4,2,229
348515,4,3,15
348515,4,4,33
348515,4,5,65
348515,5,1,72
348515,5,2,100
348515,5,3,23
348515,5,4,29
348515,5,5,138
348515,6,2,19
348515,6,3,4
348515,6,4,26
348515,6,5,51
348553,1,2,40
348553,1,3,12
348553,1,4,21
348553,1,5,75
348553,2,2,49
348553,2,3,18
348553,2,4,21
348553,2,5,104
348553,3,1,1
348553,3,2,55
348553,3,3,13
348553,3,4,22
348553,3,5,112
348553,4,2,52
348553,4,3,9
348553,4,4,15
348553,4,5,117
348553,5,2,75
348553,5,3,23
348553,5,4,44
348553,5,5,117
348553,6,5,1
349904,1,2,241
349904,1,3,66
349904,1,4,12
349904,1,5,126
349904,2,2,243
349904,2,3,46
349904,2,4,19
349904,2,5,170
349904,3,2,230
349904,3,3,53
349904,3,4,15
349904,3,5,120
349904,4,2,226
349904,4,3,46
349904,4,4,21
349904,4,5,108
349904,5,2,190
349904,5,3,50
349904,5,4,19
349904,5,5,128
349904,6,2,38
349904,6,3,18
349904,6,4,5
349904,6,5,42
350307,1,1,181
350307,1,2,134
350307,1,3,20
350307,1,4,17
350307,1,5,77
350307,2,1,176
350307,2,2,177
350307,2,3,32
350307,2,4,13
350307,2,5,103
350307,3,1,8
350307,3,2,165
350307,3,3,34
350307,3,4,34
350307,3,5,138
350307,4,1,148
350307,4,2,213
350307,4,3,25
350307,4,4,23
350307,4,5,121
350307,5,1,167
350307,5,2,254
350307,5,3,29
350307,5,4,32
350307,5,5,105
350513,1,1,34
350513,1,2,244
350513,1,3,7
350513,1,4,7
350513,1,5,25
350513,2,1,30
350513,2,2,235
350513,2,3,4
350513,2,4,9
350513,2,5,21
350513,3,2,242
350513,3,3,10
350513,3,4,7
350513,3,5,23
350513,4,1,19
350513,4,2,286
350513,4,3,8
350513,4,4,5
350513,4,5,30
350513,5,1,1
350513,5,2,314
350513,5,3,4
350513,5,4,18
350513,5,5,23
350513,6,1,15
350513,6,2,93
350513,6,3,7
350513,6,4,11
350513,6,5,106
351202,1,2,94
351202,1,3,21
351202,1,4,16
351202,1,5,89
351202,2,2,101
351202,2,3,39
351202,2,4,32
351202,2,5,108
351202,3,2,105
351202,3,3,37
351202,3,4,19
351202,3,5,92
351202,4,2,69
351202,4,3,33
351202,4,4,16
351202,4,5,87
351202,5,2,99
351202,5,3,44
351202,5,4,20
351202,5,5,96
351202,6,2,85
351202,6,3,35
351202,6,4,9
351202,6,5,46
351262,1,1,4
351262,1,2,169
351262,1,3,36
351262,1,4,96
351262,1,5,147
351262,2,1,3
351262,2,2,191
351262,2,3,31
351262,2,4,77
351262,2,5,150
351262,3,2,186
351262,3,3,25
351262,3,4,88
351262,3,5,132
351262,4,2,145
351262,4,3,30
351262,4,4,84
351262,4,5,129
351262,5,1,3
351262,5,2,223
351262,5,3,48
351262,5,4,71
351262,5,5,122
351262,6,2,2
351262,6,3,1
351262,6,4,4
351262,6,5,9
351262,7,2,27
351262,7,3,1
351262,7,5,6
351315,1,1,153
351315,1,2,168
351315,1,3,15
351315,1,4,44
351315,1,5,78
351315,2,1,148
351315,2,2,139
351315,2,3,13
351315,2,4,58
351315,2,5,107
351315,3,2,222
351315,3,3,30
351315,3,4,59
351315,3,5,115
351315,4,1,140
351315,4,2,180
351315,4,3,18
351315,4,4,52
351315,4,5,87
351315,5,1,152
351315,5,2,153
351315,5,3,24
351315,5,4,35
351315,5,5,90
351933,1,2,246
351933,1,3,27
351933,1,4,33
351933,1,5,124
351933,1,6,1
351933,2,2,156
351933,2,3,26
351933,2,4,28
351933,2,5,64
351933,2,6,2
351933,3,2,270
351933,3,3,30
351933,3,4,41
351933,3,5,126
351933,3,6,5
351933,4,2,251
351933,4,3,37
351933,4,4,32
351933,4,5,93
351933,4,6,3
351933,5,2,291
351933,5,3,31
351933,5,4,39
351933,5,5,142
351933,5,6,2
352012,1,2,115
352012,1,3,31
352012,1,5,108
352012,2,2,125
352012,2,3,50
352012,2,5,149
352012,3,2,127
352012,3,3,48
352012,3,4,1
352012,3,5,140
352012,4,2,147
352012,4,3,45
352012,4,4,1
352012,4,5,122
352991,1,2,116
352991,1,3,12
352991,1,4,20
352991,1,5,58
352991,1,6,174
352991,2,2,93
352991,2,3,21
352991,2,4,19
352991,2,5,34
352991,2,6,182
352991,3,2,109
352991,3,3,8
352991,3,4,15
352991,3,5,36
352991,3,6,174
352991,4,2,77
352991,4,3,12
352991,4,4,17
352991,4,5,37
352991,4,6,177
352991,5,2,69
352991,5,3,10
352991,5,4,12
352991,5,5,22
352991,5,6,141
352991,6,2,54
352991,6,3,19
352991,6,4,1
352991,6,5,32
352991,6,6,19
352995,1,1,1
352995,1,2,163
352995,1,3,51
