issuer_code,type_day,day_period,violation_code,count
330039,Week,AM,16,1
330039,Week,PM,14,182
330039,Week,PM,16,100
330039,Week,PM,17,31
330039,Week,PM,19,6
330039,Week,PM,20,164
330039,Week,PM,31,46
330039,Week,PM,38,2
330039,Week,PM,40,27
330039,Week,PM,46,7
330039,Week,PM,47,2
330039,Week,PM,69,3
330039,Week,PM,71,14
330039,Weekend,AM,14,45
330039,Weekend,AM,16,4
330039,Weekend,AM,17,27
330039,Weekend,AM,19,15
330039,Weekend,AM,20,8
330039,Weekend,AM,40,11
330039,Weekend,AM,46,1
330039,Weekend,AM,71,4
330039,Weekend,PM,14,65
330039,Weekend,PM,16,11
330039,Weekend,PM,17,33
330039,Weekend,PM,19,20
330039,Weekend,PM,20,30
330039,Weekend,PM,40,22
330039,Weekend,PM,46,3
330039,Weekend,PM,71,10
330068,Week,AM,14,240
330068,Week,AM,16,3
330068,Week,AM,17,26
330068,Week,AM,19,16
330068,Week,AM,20,1
330068,Week,AM,31,74
330068,Week,AM,37,7
330068,Week,AM,38,19
330068,Week,AM,40,8
330068,Week,AM,42,116
330068,Week,AM,46,4
330068,Week,AM,47,98
330068,Week,AM,69,453
330068,Week,AM,71,12
330068,Week,PM,14,38
330068,Week,PM,17,5
330068,Week,PM,19,4
330068,Week,PM,31,20
330068,Week,PM,37,6
330068,Week,PM,38,17
330068,Week,PM,40,5
330068,Week,PM,42,46
330068,Week,PM,47,20
330068,Week,PM,69,62
330068,Week,PM,71,1
330068,Weekend,AM,14,3
330068,Weekend,AM,31,2
330068,Weekend,AM,37,3
330068,Weekend,AM,38,6
330068,Weekend,AM,42,2
330068,Weekend,AM,47,1
330068,Weekend,AM,69,2
330068,Weekend,AM,71,1
330068,Weekend,PM,14,1
330068,Weekend,PM,31,2
330068,Weekend,PM,37,1
330068,Weekend,PM,42,1
330068,Weekend,PM,69,1
330069,Week,AM,14,241
330069,Week,AM,17,11
330069,Week,AM,19,11
330069,Week,AM,20,4
330069,Week,AM,31,56
330069,Week,AM,37,1
330069,Week,AM,38,51
330069,Week,AM,40,33
330069,Week,AM,42,61
330069,Week,AM,46,58
330069,Week,AM,47,228
330069,Week,AM,69,749
330069,Week,PM,14,31
330069,Week,PM,17,3
330069,Week,PM,19,3
330069,Week,PM,31,20
330069,Week,PM,37,1
330069,Week,PM,38,17
330069,Week,PM,40,8
330069,Week,PM,42,22
330069,Week,PM,46,13
330069,Week,PM,47,58
330069,Week,PM,69,141
330551,Week,AM,14,8
330551,Week,AM,16,73
330551,Week,AM,17,7
330551,Week,AM,20,264
330551,Week,AM,21,136
330551,Week,AM,38,5
330551,Week,AM,40,3
330551,Week,AM,71,15
330551,Week,PM,14,29
330551,Week,PM,16,802
330551,Week,PM,17,22
330551,Week,PM,19,8
330551,Week,PM,20,166
330551,Week,PM,37,44
330551,Week,PM,38,32
330551,Week,PM,40,47
330551,Week,PM,46,15
330551,Week,PM,71,46
330593,Week,AM,14,309
330593,Week,AM,17,10
330593,Week,AM,19,11
330593,Week,AM,20,1
330593,Week,AM,31,61
330593,Week,AM,37,8
330593,Week,AM,38,12
330593,Week,AM,40,5
330593,Week,AM,42,252
330593,Week,AM,47,127
330593,Week,AM,69,726
330593,Week,AM,71,29
330593,Week,PM,14,32
330593,Week,PM,19,3
330593,Week,PM,31,22
330593,Week,PM,37,10
330593,Week,PM,38,8
330593,Week,PM,40,2
330593,Week,PM,42,40
330593,Week,PM,47,13
330593,Week,PM,69,77
330593,Week,PM,71,3
330593,Weekend,AM,14,2
330593,Weekend,AM,69,1
330593,Weekend,PM,69,1
330924,Week,AM,14,515
330924,Week,AM,16,6
330924,Week,AM,17,8
330924,Week,AM,19,34
330924,Week,AM,20,3
330924,Week,AM,31,151
330924,Week,AM,40,24
330924,Week,AM,42,32
330924,Week,AM,46,6
330924,Week,AM,47,333
330924,Week,AM,69,491
330924,Week,AM,71,20
330924,Week,PM,14,21
330924,Week,PM,19,16
330924,Week,PM,31,35
330924,Week,PM,38,1
330924,Week,PM,40,1
330924,Week,PM,42,5
330924,Week,PM,47,26
330924,Week,PM,69,31
330924,Week,PM,71,2
330924,Weekend,PM,14,31
330924,Weekend,PM,16,9
330924,Weekend,PM,19,5
330924,Weekend,PM,20,2
330924,Weekend,PM,31,15
330924,Weekend,PM,37,8
330924,Weekend,PM,38,35
330924,Weekend,PM,46,3
330924,Weekend,PM,47,2
330924,Weekend,PM,69,3
330924,Weekend,PM,71,4
330957,Week,AM,14,1
330957,Week,AM,31,1
330957,Week,AM,42,2
330957,Week,AM,69,5
330957,Week,PM,14,280
330957,Week,PM,16,1
330957,Week,PM,17,37
330957,Week,PM,19,21
330957,Week,PM,20,7
330957,Week,PM,31,321
330957,Week,PM,37,18
330957,Week,PM,38,39
330957,Week,PM,40,27
330957,Week,PM,42,161
330957,Week,PM,46,72
330957,Week,PM,47,37
330957,Week,PM,69,357
330957,Week,PM,71,22
330978,Week,AM,14,273
330978,Week,AM,16,12
330978,Week,AM,17,4
330978,Week,AM,19,33
330978,Week,AM,20,53
330978,Week,AM,21,198
330978,Week,AM,31,30
330978,Week,AM,38,18
330978,Week,AM,40,15
330978,Week,AM,42,6
330978,Week,AM,46,4
330978,Week,AM,47,126
330978,Week,AM,69,74
330978,Week,AM,71,18
330978,Week,PM,14,28
330978,Week,PM,16,2
330978,Week,PM,17,1
330978,Week,PM,19,2
330978,Week,PM,20,6
330978,Week,PM,21,1
330978,Week,PM,31,10
330978,Week,PM,38,4
330978,Week,PM,40,2
330978,Week,PM,42,2
330978,Week,PM,47,18
330978,Week,PM,69,19
330978,Week,PM,71,5
330978,Weekend,AM,14,35
330978,Weekend,AM,16,12
330978,Weekend,AM,17,6
330978,Weekend,AM,19,16
330978,Weekend,AM,20,37
330978,Weekend,AM,21,5
330978,Weekend,AM,31,9
330978,Weekend,AM,37,1
330978,Weekend,AM,38,24
330978,Weekend,AM,40,15
330978,Weekend,AM,42,3
330978,Weekend,AM,46,5
330978,Weekend,AM,47,57
330978,Weekend,AM,69,7
330978,Weekend,AM,71,11
330978,Weekend,PM,14,72
330978,Weekend,PM,16,13
330978,Weekend,PM,17,11
330978,Weekend,PM,19,11
330978,Weekend,PM,20,18
330978,Weekend,PM,31,61
330978,Weekend,PM,37,4
330978,Weekend,PM,38,28
330978,Weekend,PM,40,9
330978,Weekend,PM,42,5
330978,Weekend,PM,46,1
330978,Weekend,PM,47,19
330978,Weekend,PM,69,10
330978,Weekend,PM,71,18
331074,Week,AM,14,153
331074,Week,AM,16,8
331074,Week,AM,17,3
331074,Week,AM,19,9
331074,Week,AM,20,40
331074,Week,AM,21,162
331074,Week,AM,31,7
331074,Week,AM,37,1
331074,Week,AM,38,30
331074,Week,AM,40,7
331074,Week,AM,47,30
331074,Week,AM,69,40
331074,Week,AM,71,32
331074,Week,PM,14,14
331074,Week,PM,16,1
331074,Week,PM,19,1
331074,Week,PM,20,1
331074,Week,PM,21,2
331074,Week,PM,31,3
331074,Week,PM,38,7
331074,Week,PM,40,5
331074,Week,PM,47,2
331074,Week,PM,69,14
331074,Week,PM,71,1
331074,Weekend,AM,14,16
331074,Weekend,AM,17,6
331074,Weekend,AM,19,4
331074,Weekend,AM,20,4
331074,Weekend,AM,38,10
331074,Weekend,AM,40,10
331074,Weekend,AM,47,1
331074,Weekend,AM,71,24
331074,Weekend,PM,14,28
331074,Weekend,PM,16,6
331074,Weekend,PM,17,6
331074,Weekend,PM,19,1
331074,Weekend,PM,20,10
331074,Weekend,PM,31,1
331074,Weekend,PM,38,5
331074,Weekend,PM,40,18
331074,Weekend,PM,47,1
331074,Weekend,PM,69,2
331074,Weekend,PM,71,42
331261,Week,AM,14,426
331261,Week,AM,16,78
331261,Week,AM,17,15
331261,Week,AM,19,8
331261,Week,AM,20,3
331261,Week,AM,31,429
331261,Week,AM,40,3
331261,Week,AM,46,1
331261,Week,AM,47,79
331261,Week,AM,69,271
331261,Week,PM,14,26
331261,Week,PM,19,1
331261,Week,PM,31,25
331261,Week,PM,47,5
331261,Week,PM,69,8
331261,Weekend,AM,14,1
331261,Weekend,AM,19,1
331261,Weekend,AM,46,1
331356,Week,PM,14,205
331356,Week,PM,16,93
331356,Week,PM,17,2
331356,Week,PM,19,7
331356,Week,PM,20,157
331356,Week,PM,31,73
331356,Week,PM,37,3
331356,Week,PM,38,11
331356,Week,PM,40,38
331356,Week,PM,46,13
331356,Week,PM,47,10
331356,Week,PM,71,21
331356,Weekend,AM,14,21
331356,Weekend,AM,16,6
331356,Weekend,AM,19,3
331356,Weekend,AM,20,9
331356,Weekend,AM,31,1
331356,Weekend,AM,37,1
331356,Weekend,AM,38,20
331356,Weekend,AM,40,9
331356,Weekend,AM,46,3
331356,Weekend,AM,47,4
331356,Weekend,AM,71,6
331356,Weekend,PM,14,42
331356,Weekend,PM,16,16
331356,Weekend,PM,17,8
331356,Weekend,PM,19,2
331356,Weekend,PM,20,16
331356,Weekend,PM,31,4
331356,Weekend,PM,38,11
331356,Weekend,PM,40,16
331356,Weekend,PM,46,3
331356,Weekend,PM,47,6
331356,Weekend,PM,71,7
331794,Week,AM,14,16
331794,Week,AM,16,38
331794,Week,AM,17,2
331794,Week,AM,19,9
331794,Week,AM,20,17
331794,Week,AM,21,30
331794,Week,AM,37,81
331794,Week,AM,38,108
331794,Week,AM,40,16
331794,Week,AM,46,2
331794,Week,AM,69,1
331794,Week,AM,71,15
331794,Week,PM,14,127
331794,Week,PM,16,68
331794,Week,PM,17,16
331794,Week,PM,19,32
331794,Week,PM,20,80
331794,Week,PM,21,24
331794,Week,PM,37,392
331794,Week,PM,38,475
331794,Week,PM,40,59
331794,Week,PM,42,1
331794,Week,PM,46,17
331794,Week,PM,69,2
331794,Week,PM,71,60
331794,Weekend,PM,14,6
331794,Weekend,PM,20,2
331794,Weekend,PM,37,2
331794,Weekend,PM,38,9
331794,Weekend,PM,40,4
331794,Weekend,PM,71,5
331829,Week,AM,14,15
331829,Week,AM,17,1
331829,Week,AM,19,1
331829,Week,AM,31,7
331829,Week,AM,40,1
331829,Week,AM,42,2
331829,Week,AM,46,1
331829,Week,AM,69,12
331829,Week,PM,14,187
331829,Week,PM,17,15
331829,Week,PM,19,6
331829,Week,PM,20,1
331829,Week,PM,31,260
331829,Week,PM,40,9
331829,Week,PM,42,55
331829,Week,PM,46,5
331829,Week,PM,47,6
331829,Week,PM,69,104
331829,Week,PM,71,9
331829,Weekend,AM,14,69
331829,Weekend,AM,17,40
331829,Weekend,AM,19,11
331829,Weekend,AM,31,24
331829,Weekend,AM,37,2
331829,Weekend,AM,38,15
331829,Weekend,AM,40,64
331829,Weekend,AM,42,1
331829,Weekend,AM,46,8
331829,Weekend,AM,47,32
331829,Weekend,AM,69,14
331829,Weekend,AM,71,31
331829,Weekend,PM,14,75
331829,Weekend,PM,17,34
331829,Weekend,PM,19,11
331829,Weekend,PM,20,5
331829,Weekend,PM,31,13
331829,Weekend,PM,37,3
331829,Weekend,PM,38,12
331829,Weekend,PM,40,52
331829,Weekend,PM,42,1
331829,Weekend,PM,46,12
331829,Weekend,PM,47,7
331829,Weekend,PM,69,3
331829,Weekend,PM,71,15
332944,Week,AM,14,223
332944,Week,AM,16,87
332944,Week,AM,17,10
332944,Week,AM,19,22
332944,Week,AM,20,62
332944,Week,AM,21,25
332944,Week,AM,31,98
332944,Week,AM,38,10
332944,Week,AM,40,4
332944,Week,AM,42,1
332944,Week,AM,46,17
332944,Week,AM,47,25
332944,Week,AM,69,32
332944,Week,AM,71,43
332944,Week,PM,14,41
332944,Week,PM,16,20
332944,Week,PM,17,3
332944,Week,PM,19,13
332944,Week,PM,20,11
332944,Week,PM,21,2
332944,Week,PM,31,31
332944,Week,PM,38,6
332944,Week,PM,46,6
332944,Week,PM,47,6
332944,Week,PM,69,9
332944,Week,PM,71,11
332944,Weekend,AM,14,43
332944,Weekend,AM,16,12
332944,Weekend,AM,17,2
332944,Weekend,AM,19,8
332944,Weekend,AM,20,18
332944,Weekend,AM,31,8
332944,Weekend,AM,38,19
332944,Weekend,AM,40,10
332944,Weekend,AM,46,9
332944,Weekend,AM,69,2
332944,Weekend,AM,71,16
332944,Weekend,PM,14,68
332944,Weekend,PM,16,27
332944,Weekend,PM,19,8
332944,Weekend,PM,20,19
332944,Weekend,PM,31,36
332944,Weekend,PM,37,3
332944,Weekend,PM,38,9
332944,Weekend,PM,40,5
332944,Weekend,PM,46,13
332944,Weekend,PM,69,7
332944,Weekend,PM,71,14
341171,Week,AM,14,615
341171,Week,AM,16,212
341171,Week,AM,17,74
341171,Week,AM,19,28
341171,Week,AM,20,195
341171,Week,AM,21,174
341171,Week,AM,31,2
341171,Week,AM,37,77
341171,Week,AM,38,380
341171,Week,AM,40,25
341171,Week,AM,46,1
341171,Week,AM,69,304
341171,Week,AM,71,52
341171,Week,PM,14,80
341171,Week,PM,16,4
341171,Week,PM,17,6
341171,Week,PM,19,14
341171,Week,PM,20,14
341171,Week,PM,21,1
341171,Week,PM,37,21
341171,Week,PM,38,100
341171,Week,PM,40,3
341171,Week,PM,69,35
341171,Week,PM,71,4
341171,Weekend,AM,14,2
341171,Weekend,AM,16,2
341171,Weekend,AM,20,4
341171,Weekend,AM,37,2
341171,Weekend,AM,38,22
341171,Weekend,AM,40,2
341171,Weekend,AM,69,4
341171,Weekend,AM,71,3
341171,Weekend,PM,14,3
341171,Weekend,PM,16,1
341171,Weekend,PM,20,1
341171,Weekend,PM,37,2
341171,Weekend,PM,38,11
341171,Weekend,PM,40,3
341171,Weekend,PM,71,1
341240,Week,AM,14,3
341240,Week,AM,17,3
341240,Week,AM,31,2
341240,Week,AM,42,3
341240,Week,AM,69,4
341240,Week,PM,14,569
341240,Week,PM,16,1
341240,Week,PM,17,14
341240,Week,PM,19,20
341240,Week,PM,20,3
341240,Week,PM,31,271
341240,Week,PM,38,2
341240,Week,PM,40,16
341240,Week,PM,42,316
341240,Week,PM,46,7
341240,Week,PM,47,154
341240,Week,PM,69,407
341240,Week,PM,71,12
341240,Weekend,AM,14,6
341240,Weekend,AM,40,5
341240,Weekend,PM,14,12
341240,Weekend,PM,20,1
341240,Weekend,PM,40,6
341240,Weekend,PM,46,2
341240,Weekend,PM,71,6
341891,Week,AM,14,225
341891,Week,AM,17,20
341891,Week,AM,19,7
341891,Week,AM,20,3
341891,Week,AM,31,165
341891,Week,AM,38,4
341891,Week,AM,40,9
341891,Week,AM,42,73
341891,Week,AM,46,28
341891,Week,AM,47,125
341891,Week,AM,69,694
341891,Week,AM,71,12
341891,Week,PM,14,17
341891,Week,PM,17,1
341891,Week,PM,19,1
341891,Week,PM,31,21
341891,Week,PM,42,11
341891,Week,PM,47,6
341891,Week,PM,69,22
341891,Week,PM,71,2
341964,Week,AM,14,521
341964,Week,AM,16,2
341964,Week,AM,17,20
341964,Week,AM,19,17
341964,Week,AM,20,2
341964,Week,AM,31,74
341964,Week,AM,38,13
341964,Week,AM,40,35
341964,Week,AM,42,82
341964,Week,AM,46,1
341964,Week,AM,47,195
341964,Week,AM,69,903
341964,Week,PM,14,39
341964,Week,PM,17,1
341964,Week,PM,19,1
341964,Week,PM,31,19
341964,Week,PM,40,2
341964,Week,PM,42,21
341964,Week,PM,47,12
341964,Week,PM,69,79
341964,Weekend,PM,14,1
341964,Weekend,PM,17,1
341964,Weekend,PM,31,3
341964,Weekend,PM,37,2
341964,Weekend,PM,38,3
341964,Weekend,PM,42,1
341964,Weekend,PM,69,1
343455,Week,AM,14,319
343455,Week,AM,16,25
343455,Week,AM,17,7
343455,Week,AM,19,21
343455,Week,AM,20,16
343455,Week,AM,21,36
343455,Week,AM,31,51
343455,Week,AM,37,1
343455,Week,AM,38,17
343455,Week,AM,40,11
343455,Week,AM,42,36
343455,Week,AM,46,5
343455,Week,AM,47,92
343455,Week,AM,69,189
343455,Week,AM,71,45
343455,Week,PM,14,12
343455,Week,PM,16,3
343455,Week,PM,17,1
343455,Week,PM,19,2
343455,Week,PM,20,1
343455,Week,PM,21,3
343455,Week,PM,31,11
343455,Week,PM,37,1
343455,Week,PM,38,2
343455,Week,PM,42,4
343455,Week,PM,46,2
343455,Week,PM,47,3
343455,Week,PM,69,28
343455,Week,PM,71,10
343455,Weekend,AM,14,40
343455,Weekend,AM,16,6
343455,Weekend,AM,17,13
343455,Weekend,AM,19,2
343455,Weekend,AM,20,13
343455,Weekend,AM,31,5
343455,Weekend,AM,37,3
343455,Weekend,AM,38,13
343455,Weekend,AM,40,6
343455,Weekend,AM,46,3
343455,Weekend,AM,47,4
343455,Weekend,AM,69,6
343455,Weekend,AM,71,15
343455,Weekend,PM,14,97
343455,Weekend,PM,16,14
343455,Weekend,PM,17,4
343455,Weekend,PM,19,8
343455,Weekend,PM,20,14
343455,Weekend,PM,31,7
343455,Weekend,PM,37,4
343455,Weekend,PM,38,4
343455,Weekend,PM,40,7
343455,Weekend,PM,42,1
343455,Weekend,PM,46,2
343455,Weekend,PM,47,4
343455,Weekend,PM,69,4
343455,Weekend,PM,71,22
343930,Week,AM,14,118
343930,Week,AM,16,127
343930,Week,AM,17,7
343930,Week,AM,19,44
343930,Week,AM,20,28
343930,Week,AM,21,442
343930,Week,AM,37,59
343930,Week,AM,38,200
343930,Week,AM,40,43
343930,Week,AM,46,28
343930,Week,AM,69,5
343930,Week,AM,71,27
343930,Week,PM,14,9
343930,Week,PM,16,21
343930,Week,PM,19,29
343930,Week,PM,20,6
343930,Week,PM,21,13
343930,Week,PM,37,20
343930,Week,PM,38,31
343930,Week,PM,40,19
343930,Week,PM,46,29
343930,Week,PM,71,4
345369,Week,AM,14,706
345369,Week,AM,17,31
345369,Week,AM,19,20
345369,Week,AM,20,9
345369,Week,AM,31,23
345369,Week,AM,38,1
345369,Week,AM,40,20
345369,Week,AM,42,37
345369,Week,AM,46,3
345369,Week,AM,47,277
345369,Week,AM,69,508
345369,Week,AM,71,1
345369,Week,PM,14,51
345369,Week,PM,17,5
345369,Week,PM,19,2
345369,Week,PM,31,1
345369,Week,PM,40,1
345369,Week,PM,42,4
345369,Week,PM,47,21
345369,Week,PM,69,29
345369,Weekend,AM,14,32
345369,Weekend,AM,17,5
345369,Weekend,AM,19,1
345369,Weekend,AM,20,2
345369,Weekend,AM,31,6
345369,Weekend,AM,37,4
345369,Weekend,AM,38,32
345369,Weekend,AM,42,2
345369,Weekend,AM,47,20
345369,Weekend,AM,69,28
345369,Weekend,AM,71,2
345369,Weekend,PM,14,6
345369,Weekend,PM,17,1
345369,Weekend,PM,31,2
345369,Weekend,PM,37,2
345369,Weekend,PM,38,2
345369,Weekend,PM,47,1
345369,Weekend,PM,69,1
345388,Week,AM,14,289
345388,Week,AM,16,5
345388,Week,AM,17,8
345388,Week,AM,19,17
345388,Week,AM,20,2
345388,Week,AM,21,2
345388,Week,AM,31,78
345388,Week,AM,37,1
345388,Week,AM,38,3
345388,Week,AM,40,14
345388,Week,AM,42,56
345388,Week,AM,46,7
345388,Week,AM,47,189
345388,Week,AM,69,505
345388,Week,AM,71,20
345388,Week,PM,14,15
345388,Week,PM,31,13
345388,Week,PM,37,2
345388,Week,PM,38,1
345388,Week,PM,40,1
345388,Week,PM,42,18
345388,Week,PM,46,1
345388,Week,PM,47,26
345388,Week,PM,69,28
345388,Week,PM,71,2
345388,Weekend,AM,14,2
345388,Weekend,AM,40,1
345388,Weekend,AM,71,9
345388,Weekend,PM,14,2
345388,Weekend,PM,17,1
345388,Weekend,PM,31,6
345388,Weekend,PM,42,3
345388,Weekend,PM,47,1
345388,Weekend,PM,69,6
345388,Weekend,PM,71,1
345513,Week,AM,14,371
345513,Week,AM,17,12
345513,Week,AM,19,28
345513,Week,AM,20,2
345513,Week,AM,31,57
345513,Week,AM,40,25
345513,Week,AM,42,164
345513,Week,AM,47,221
345513,Week,AM,69,612
345513,Week,AM,71,30
345513,Week,PM,14,59
345513,Week,PM,17,2
345513,Week,PM,19,7
345513,Week,PM,31,18
345513,Week,PM,40,5
345513,Week,PM,42,43
345513,Week,PM,46,1
345513,Week,PM,47,30
345513,Week,PM,69,73
345513,Week,PM,71,6
345513,Weekend,AM,14,14
345513,Weekend,AM,19,2
345513,Weekend,AM,20,1
345513,Weekend,AM,21,9
345513,Weekend,AM,31,2
345513,Weekend,AM,37,2
345513,Weekend,AM,38,12
345513,Weekend,AM,42,2
345513,Weekend,AM,47,1
345513,Weekend,AM,69,6
345513,Weekend,AM,71,3
345513,Weekend,PM,14,3
345513,Weekend,PM,17,1
345513,Weekend,PM,20,3
345513,Weekend,PM,31,3
345513,Weekend,PM,37,3
345513,Weekend,PM,38,6
345513,Weekend,PM,46,1
345513,Weekend,PM,47,3
345513,Weekend,PM,69,3
345513,Weekend,PM,71,5
345535,Week,AM,14,133
345535,Week,AM,16,38
345535,Week,AM,17,3
345535,Week,AM,19,61
345535,Week,AM,20,12
345535,Week,AM,21,46
345535,Week,AM,40,39
345535,Week,AM,46,14
345535,Week,AM,47,1
345535,Week,AM,71,3
345535,Week,PM,14,379
345535,Week,PM,16,33
345535,Week,PM,17,20
345535,Week,PM,19,143
345535,Week,PM,20,71
345535,Week,PM,31,1
345535,Week,PM,40,175
345535,Week,PM,46,73
345535,Week,PM,71,7
345535,Weekend,AM,14,16
345535,Weekend,AM,16,1
345535,Weekend,AM,19,3
345535,Weekend,AM,31,3
345535,Weekend,AM,40,1
345535,Weekend,AM,71,1
345535,Weekend,PM,14,5
345535,Weekend,PM,19,2
345535,Weekend,PM,31,1
345535,Weekend,PM,40,2
345551,Week,AM,14,654
345551,Week,AM,16,9
345551,Week,AM,17,5
345551,Week,AM,19,28
345551,Week,AM,20,8
345551,Week,AM,21,264
345551,Week,AM,31,31
345551,Week,AM,38,5
345551,Week,AM,40,16
345551,Week,AM,46,47
345551,Week,AM,47,150
345551,Week,AM,69,27
345551,Week,AM,71,19
345551,Week,PM,14,45
345551,Week,PM,16,1
345551,Week,PM,19,7
345551,Week,PM,20,1
345551,Week,PM,21,13
345551,Week,PM,31,8
345551,Week,PM,42,1
345551,Week,PM,46,1
345551,Week,PM,47,18
345551,Week,PM,69,9
345551,Week,PM,71,3
345551,Weekend,AM,14,34
345551,Weekend,AM,17,1
345551,Weekend,AM,19,7
345551,Weekend,AM,20,1
345551,Weekend,AM,31,2
345551,Weekend,AM,38,1
345551,Weekend,AM,40,3
345551,Weekend,AM,46,7
345551,Weekend,AM,47,13
345551,Weekend,AM,69,4
345551,Weekend,AM,71,1
345551,Weekend,PM,14,86
345551,Weekend,PM,16,4
345551,Weekend,PM,19,10
345551,Weekend,PM,20,1
345551,Weekend,PM,31,18
345551,Weekend,PM,38,2
345551,Weekend,PM,40,4
345551,Weekend,PM,46,3
345551,Weekend,PM,47,2
345551,Weekend,PM,69,2
345551,Weekend,PM,71,4
345557,Week,AM,14,111
345557,Week,AM,16,5
345557,Week,AM,17,5
345557,Week,AM,19,8
345557,Week,AM,20,3
345557,Week,AM,21,33
345557,Week,AM,31,48
345557,Week,AM,38,14
345557,Week,AM,40,17
345557,Week,AM,42,9
345557,Week,AM,46,2
345557,Week,AM,47,34
345557,Week,AM,69,371
345557,Week,AM,71,7
345557,Week,PM,14,20
345557,Week,PM,17,1
345557,Week,PM,19,2
345557,Week,PM,20,1
345557,Week,PM,31,9
345557,Week,PM,38,7
345557,Week,PM,40,2
345557,Week,PM,42,6
345557,Week,PM,47,8
345557,Week,PM,69,57
345557,Weekend,AM,14,7
345557,Weekend,AM,19,2
345557,Weekend,AM,20,1
345557,Weekend,AM,38,1
345557,Weekend,AM,40,2
345557,Weekend,AM,46,3
345557,Weekend,AM,71,1
345557,Weekend,PM,14,7
345557,Weekend,PM,19,4
345557,Weekend,PM,20,2
345557,Weekend,PM,31,1
345557,Weekend,PM,38,3
345557,Weekend,PM,40,4
345557,Weekend,PM,42,1
345557,Weekend,PM,69,1
