issuer_code,type_day,day_period,violation_code,count
345557,Weekend,PM,71,4
346045,Week,AM,14,180
346045,Week,AM,16,41
346045,Week,AM,17,14
346045,Week,AM,19,64
346045,Week,AM,20,39
346045,Week,AM,21,215
346045,Week,AM,37,163
346045,Week,AM,38,296
346045,Week,AM,40,48
346045,Week,AM,46,37
346045,Week,AM,71,24
346045,Week,PM,14,9
346045,Week,PM,19,3
346045,Week,PM,20,1
346045,Week,PM,21,2
346045,Week,PM,37,10
346045,Week,PM,38,6
346045,Week,PM,46,1
346045,Week,PM,69,1
346045,Weekend,AM,38,1
346045,Weekend,AM,46,1
346086,Week,AM,14,366
346086,Week,AM,16,443
346086,Week,AM,17,7
346086,Week,AM,19,36
346086,Week,AM,20,80
346086,Week,AM,21,533
346086,Week,AM,31,1
346086,Week,AM,37,46
346086,Week,AM,38,121
346086,Week,AM,40,114
346086,Week,AM,46,38
346086,Week,AM,69,1
346086,Week,AM,71,32
346086,Week,PM,14,43
346086,Week,PM,16,91
346086,Week,PM,17,2
346086,Week,PM,19,24
346086,Week,PM,20,30
346086,Week,PM,21,25
346086,Week,PM,31,1
346086,Week,PM,37,3
346086,Week,PM,38,19
346086,Week,PM,40,26
346086,Week,PM,46,18
346086,Week,PM,71,5
346086,Weekend,AM,14,6
346086,Weekend,AM,16,73
346086,Weekend,AM,19,10
346086,Weekend,AM,20,30
346086,Weekend,AM,21,33
346086,Weekend,AM,37,10
346086,Weekend,AM,38,34
346086,Weekend,AM,40,27
346086,Weekend,AM,46,8
346086,Weekend,AM,71,10
346086,Weekend,PM,14,3
346086,Weekend,PM,16,1
346086,Weekend,PM,20,5
346086,Weekend,PM,38,1
346086,Weekend,PM,40,1
346157,Week,AM,14,305
346157,Week,AM,16,392
346157,Week,AM,17,43
346157,Week,AM,19,31
346157,Week,AM,20,149
346157,Week,AM,21,202
346157,Week,AM,31,17
346157,Week,AM,37,87
346157,Week,AM,38,183
346157,Week,AM,40,17
346157,Week,AM,42,21
346157,Week,AM,46,14
346157,Week,AM,69,64
346157,Week,AM,71,33
346157,Week,PM,14,41
346157,Week,PM,16,25
346157,Week,PM,17,13
346157,Week,PM,19,3
346157,Week,PM,20,15
346157,Week,PM,31,7
346157,Week,PM,37,25
346157,Week,PM,38,33
346157,Week,PM,40,5
346157,Week,PM,42,4
346157,Week,PM,46,5
346157,Week,PM,69,11
346157,Week,PM,71,7
346157,Weekend,AM,14,23
346157,Weekend,AM,16,13
346157,Weekend,AM,17,8
346157,Weekend,AM,19,1
346157,Weekend,AM,20,1
346157,Weekend,AM,21,10
346157,Weekend,AM,31,1
346157,Weekend,AM,37,14
346157,Weekend,AM,38,77
346157,Weekend,AM,40,3
346157,Weekend,AM,42,2
346157,Weekend,AM,46,6
346157,Weekend,AM,69,2
346157,Weekend,AM,71,8
346157,Weekend,PM,14,1
346157,Weekend,PM,16,1
346157,Weekend,PM,19,1
346157,Weekend,PM,20,1
346157,Weekend,PM,31,1
346157,Weekend,PM,37,12
346157,Weekend,PM,38,7
346157,Weekend,PM,40,1
346157,Weekend,PM,69,1
346157,Weekend,PM,71,1
346166,Week,AM,14,574
346166,Week,AM,16,1
346166,Week,AM,17,31
346166,Week,AM,19,21
346166,Week,AM,20,4
346166,Week,AM,31,164
346166,Week,AM,37,3
346166,Week,AM,38,3
346166,Week,AM,40,7
346166,Week,AM,42,124
346166,Week,AM,46,13
346166,Week,AM,47,280
346166,Week,AM,69,639
346166,Week,AM,71,22
346166,Week,PM,14,63
346166,Week,PM,17,2
346166,Week,PM,19,4
346166,Week,PM,31,36
346166,Week,PM,38,1
346166,Week,PM,40,1
346166,Week,PM,42,21
346166,Week,PM,46,2
346166,Week,PM,47,21
346166,Week,PM,69,40
346166,Week,PM,71,3
346166,Weekend,AM,14,173
346166,Weekend,AM,16,3
346166,Weekend,AM,17,14
346166,Weekend,AM,19,10
346166,Weekend,AM,20,5
346166,Weekend,AM,21,2
346166,Weekend,AM,31,13
346166,Weekend,AM,37,4
346166,Weekend,AM,38,44
346166,Weekend,AM,40,3
346166,Weekend,AM,42,1
346166,Weekend,AM,46,50
346166,Weekend,AM,47,62
346166,Weekend,AM,69,54
346166,Weekend,AM,71,3
346166,Weekend,PM,14,7
346166,Weekend,PM,16,1
346166,Weekend,PM,20,1
346166,Weekend,PM,40,2
346166,Weekend,PM,46,2
346166,Weekend,PM,69,3
346167,Week,AM,14,545
346167,Week,AM,17,18
346167,Week,AM,19,22
346167,Week,AM,20,3
346167,Week,AM,31,66
346167,Week,AM,38,10
346167,Week,AM,40,26
346167,Week,AM,42,110
346167,Week,AM,46,3
346167,Week,AM,47,295
346167,Week,AM,69,670
346167,Week,AM,71,18
346167,Week,PM,14,70
346167,Week,PM,17,3
346167,Week,PM,19,2
346167,Week,PM,31,10
346167,Week,PM,37,1
346167,Week,PM,38,1
346167,Week,PM,40,4
346167,Week,PM,42,43
346167,Week,PM,47,38
346167,Week,PM,69,64
346167,Week,PM,71,4
346167,Weekend,AM,14,5
346167,Weekend,AM,19,1
346167,Weekend,AM,31,1
346167,Weekend,AM,37,1
346167,Weekend,AM,38,6
346167,Weekend,AM,69,1
346167,Weekend,AM,71,1
346192,Week,AM,14,262
346192,Week,AM,16,9
346192,Week,AM,17,11
346192,Week,AM,19,24
346192,Week,AM,20,2
346192,Week,AM,31,71
346192,Week,AM,38,2
346192,Week,AM,40,16
346192,Week,AM,42,81
346192,Week,AM,46,5
346192,Week,AM,47,126
346192,Week,AM,69,650
346192,Week,AM,71,20
346192,Week,PM,14,17
346192,Week,PM,17,1
346192,Week,PM,19,2
346192,Week,PM,31,28
346192,Week,PM,40,4
346192,Week,PM,42,33
346192,Week,PM,47,13
346192,Week,PM,69,40
346192,Week,PM,71,4
346192,Weekend,AM,14,4
346192,Weekend,AM,20,1
346192,Weekend,AM,40,3
346192,Weekend,AM,46,3
346192,Weekend,PM,14,3
346192,Weekend,PM,20,2
346192,Weekend,PM,40,1
346204,Week,AM,14,712
346204,Week,AM,16,53
346204,Week,AM,17,1
346204,Week,AM,19,75
346204,Week,AM,20,3
346204,Week,AM,21,66
346204,Week,AM,31,26
346204,Week,AM,40,18
346204,Week,AM,46,35
346204,Week,AM,47,218
346204,Week,AM,69,1
346204,Week,AM,71,6
346204,Week,PM,14,26
346204,Week,PM,16,7
346204,Week,PM,19,3
346204,Week,PM,20,9
346204,Week,PM,31,5
346204,Week,PM,40,1
346204,Week,PM,46,5
346204,Week,PM,47,9
346204,Week,PM,69,1
346204,Weekend,AM,14,36
346204,Weekend,AM,16,1
346204,Weekend,AM,17,7
346204,Weekend,AM,19,7
346204,Weekend,AM,46,2
346204,Weekend,AM,47,5
346204,Weekend,PM,14,11
346204,Weekend,PM,16,2
346204,Weekend,PM,17,7
346204,Weekend,PM,19,7
346204,Weekend,PM,31,1
346204,Weekend,PM,40,2
346204,Weekend,PM,46,3
346357,Week,AM,14,293
346357,Week,AM,16,748
346357,Week,AM,17,11
346357,Week,AM,19,52
346357,Week,AM,20,89
346357,Week,AM,21,283
346357,Week,AM,31,2
346357,Week,AM,37,78
346357,Week,AM,38,212
346357,Week,AM,40,33
346357,Week,AM,42,1
346357,Week,AM,46,90
346357,Week,AM,69,9
346357,Week,AM,71,15
346357,Week,PM,14,27
346357,Week,PM,16,40
346357,Week,PM,17,5
346357,Week,PM,19,32
346357,Week,PM,20,10
346357,Week,PM,31,1
346357,Week,PM,37,23
346357,Week,PM,38,43
346357,Week,PM,40,17
346357,Week,PM,46,41
346357,Week,PM,71,2
346357,Weekend,AM,14,9
346357,Weekend,AM,16,18
346357,Weekend,AM,21,1
346357,Weekend,AM,31,3
346357,Weekend,AM,38,11
346357,Weekend,AM,46,1
346357,Weekend,AM,69,2
346357,Weekend,AM,71,1
346357,Weekend,PM,38,4
346357,Weekend,PM,46,1
347576,Week,PM,14,138
347576,Week,PM,16,15
347576,Week,PM,17,3
347576,Week,PM,19,28
347576,Week,PM,20,9
347576,Week,PM,31,70
347576,Week,PM,37,1
347576,Week,PM,38,9
347576,Week,PM,40,5
347576,Week,PM,42,21
347576,Week,PM,46,6
347576,Week,PM,69,74
347576,Week,PM,71,22
347576,Weekend,AM,19,1
347576,Weekend,AM,46,1
347576,Weekend,PM,14,16
347576,Weekend,PM,17,1
347576,Weekend,PM,19,1
347576,Weekend,PM,40,3
347576,Weekend,PM,46,4
347576,Weekend,PM,71,3
347581,Week,AM,16,2
347581,Week,AM,20,1
347581,Week,AM,37,9
347581,Week,AM,38,22
347581,Week,PM,14,25
347581,Week,PM,16,33
347581,Week,PM,17,16
347581,Week,PM,19,12
347581,Week,PM,20,9
347581,Week,PM,21,8
347581,Week,PM,37,131
347581,Week,PM,38,227
347581,Week,PM,40,7
347581,Week,PM,42,2
347581,Week,PM,46,6
347581,Week,PM,69,1
347581,Week,PM,71,2
347581,Weekend,PM,14,1
347581,Weekend,PM,37,1
347581,Weekend,PM,38,1
347594,Week,AM,14,128
347594,Week,AM,17,11
347594,Week,AM,19,5
347594,Week,AM,31,16
347594,Week,AM,40,8
347594,Week,AM,42,11
347594,Week,AM,46,2
347594,Week,AM,47,44
347594,Week,AM,69,106
347594,Week,AM,71,1
347594,Week,PM,14,282
347594,Week,PM,16,33
347594,Week,PM,17,20
347594,Week,PM,19,22
347594,Week,PM,20,16
347594,Week,PM,31,73
347594,Week,PM,37,5
347594,Week,PM,38,17
347594,Week,PM,40,24
347594,Week,PM,42,25
347594,Week,PM,46,73
347594,Week,PM,47,28
347594,Week,PM,69,73
347594,Week,PM,71,3
347594,Weekend,AM,14,7
347594,Weekend,AM,17,1
347594,Weekend,AM,40,2
347594,Weekend,AM,71,1
347594,Weekend,PM,14,9
347594,Weekend,PM,17,4
347594,Weekend,PM,19,5
347594,Weekend,PM,40,3
347594,Weekend,PM,71,2
347679,Week,AM,14,430
347679,Week,AM,19,26
347679,Week,AM,31,51
347679,Week,AM,40,8
347679,Week,AM,42,1
347679,Week,AM,47,194
347679,Week,AM,69,588
347679,Week,AM,71,9
347679,Weekend,PM,19,1
348515,Week,AM,14,204
348515,Week,AM,16,58
348515,Week,AM,17,34
348515,Week,AM,19,69
348515,Week,AM,20,345
348515,Week,AM,21,434
348515,Week,AM,31,3
348515,Week,AM,37,176
348515,Week,AM,38,406
348515,Week,AM,40,69
348515,Week,AM,46,37
348515,Week,AM,69,2
348515,Week,AM,71,84
348515,Week,PM,14,19
348515,Week,PM,16,6
348515,Week,PM,17,1
348515,Week,PM,19,14
348515,Week,PM,20,13
348515,Week,PM,21,25
348515,Week,PM,37,4
348515,Week,PM,38,7
348515,Week,PM,40,10
348515,Week,PM,46,2
348515,Weekend,AM,14,2
348515,Weekend,AM,19,1
348515,Weekend,AM,20,1
348515,Weekend,AM,37,20
348515,Weekend,AM,38,29
348515,Weekend,AM,40,3
348515,Weekend,AM,46,2
348515,Weekend,AM,71,3
348515,Weekend,PM,16,1
348515,Weekend,PM,17,1
348515,Weekend,PM,19,1
348515,Weekend,PM,20,4
348515,Weekend,PM,37,6
348515,Weekend,PM,38,13
348515,Weekend,PM,40,1
348515,Weekend,PM,46,1
348515,Weekend,PM,71,2
348553,Week,PM,14,98
348553,Week,PM,17,16
348553,Week,PM,19,1
348553,Week,PM,20,11
348553,Week,PM,21,1
348553,Week,PM,31,111
348553,Week,PM,37,29
348553,Week,PM,38,57
348553,Week,PM,40,3
348553,Week,PM,42,79
348553,Week,PM,46,14
348553,Week,PM,47,55
348553,Week,PM,69,467
348553,Weekend,PM,69,1
349904,Week,AM,14,630
349904,Week,AM,17,18
349904,Week,AM,19,18
349904,Week,AM,20,7
349904,Week,AM,31,269
349904,Week,AM,38,7
349904,Week,AM,40,26
349904,Week,AM,42,73
349904,Week,AM,46,18
349904,Week,AM,47,194
349904,Week,AM,69,527
349904,Week,AM,71,26
349904,Week,PM,14,45
349904,Week,PM,17,2
349904,Week,PM,19,4
349904,Week,PM,31,45
349904,Week,PM,38,1
349904,Week,PM,40,2
349904,Week,PM,42,12
349904,Week,PM,46,5
349904,Week,PM,47,17
349904,Week,PM,69,31
349904,Week,PM,71,2
349904,Weekend,AM,14,13
349904,Weekend,AM,17,1
349904,Weekend,AM,19,1
349904,Weekend,AM,31,13
349904,Weekend,AM,37,2
349904,Weekend,AM,38,15
349904,Weekend,AM,40,4
349904,Weekend,AM,42,3
349904,Weekend,AM,46,2
349904,Weekend,AM,47,12
349904,Weekend,AM,69,13
349904,Weekend,AM,71,4
349904,Weekend,PM,14,1
349904,Weekend,PM,38,2
349904,Weekend,PM,47,1
350307,Week,AM,14,156
350307,Week,AM,16,317
350307,Week,AM,17,3
350307,Week,AM,19,55
350307,Week,AM,20,75
350307,Week,AM,21,679
350307,Week,AM,31,4
350307,Week,AM,37,77
350307,Week,AM,38,223
350307,Week,AM,40,60
350307,Week,AM,42,1
350307,Week,AM,46,62
350307,Week,AM,69,37
350307,Week,AM,71,70
350307,Week,PM,14,31
350307,Week,PM,16,42
350307,Week,PM,17,4
350307,Week,PM,19,15
350307,Week,PM,20,19
350307,Week,PM,21,1
350307,Week,PM,31,4
350307,Week,PM,37,31
350307,Week,PM,38,47
350307,Week,PM,40,16
350307,Week,PM,46,24
350307,Week,PM,69,8
350307,Week,PM,71,7
350513,Week,AM,14,124
350513,Week,AM,16,821
350513,Week,AM,17,3
350513,Week,AM,19,14
350513,Week,AM,20,221
350513,Week,AM,21,83
350513,Week,AM,37,13
350513,Week,AM,38,36
350513,Week,AM,40,20
350513,Week,AM,46,13
350513,Week,AM,47,1
350513,Week,AM,69,1
350513,Week,AM,71,13
350513,Week,PM,14,19
350513,Week,PM,16,64
350513,Week,PM,17,1
350513,Week,PM,19,4
350513,Week,PM,20,8
350513,Week,PM,21,1
350513,Week,PM,37,4
350513,Week,PM,38,6
350513,Week,PM,46,2
350513,Week,PM,69,2
350513,Week,PM,71,2
350513,Weekend,AM,14,17
350513,Weekend,AM,16,24
350513,Weekend,AM,17,1
350513,Weekend,AM,19,4
350513,Weekend,AM,20,6
350513,Weekend,AM,21,15
350513,Weekend,AM,37,8
350513,Weekend,AM,38,65
350513,Weekend,AM,40,25
350513,Weekend,AM,46,2
350513,Weekend,AM,69,1
350513,Weekend,AM,71,13
350513,Weekend,PM,14,2
350513,Weekend,PM,20,1
350513,Weekend,PM,37,3
350513,Weekend,PM,38,6
351202,Week,AM,14,249
351202,Week,AM,17,11
351202,Week,AM,19,23
351202,Week,AM,20,16
351202,Week,AM,31,67
351202,Week,AM,40,20
351202,Week,AM,42,82
351202,Week,AM,46,7
351202,Week,AM,47,104
351202,Week,AM,69,340
351202,Week,AM,71,4
351202,Week,PM,14,23
351202,Week,PM,17,1
351202,Week,PM,19,3
351202,Week,PM,20,4
351202,Week,PM,31,11
351202,Week,PM,40,2
351202,Week,PM,42,21
351202,Week,PM,46,3
351202,Week,PM,47,13
351202,Week,PM,69,46
351202,Week,PM,71,1
351202,Weekend,AM,14,34
351202,Weekend,AM,17,2
351202,Weekend,AM,19,2
351202,Weekend,AM,31,7
351202,Weekend,AM,37,1
351202,Weekend,AM,38,17
351202,Weekend,AM,40,5
351202,Weekend,AM,42,3
351202,Weekend,AM,46,1
351202,Weekend,AM,47,21
351202,Weekend,AM,69,16
351202,Weekend,PM,14,7
351202,Weekend,PM,17,1
351202,Weekend,PM,20,1
351202,Weekend,PM,31,17
351202,Weekend,PM,37,2
351202,Weekend,PM,38,5
351202,Weekend,PM,40,1
351202,Weekend,PM,42,3
351202,Weekend,PM,46,4
351202,Weekend,PM,47,3
351262,Week,AM,14,60
351262,Week,AM,16,27
351262,Week,AM,17,5
351262,Week,AM,19,21
351262,Week,AM,20,6
351262,Week,AM,21,8
351262,Week,AM,31,4
351262,Week,AM,37,196
351262,Week,AM,38,220
351262,Week,AM,40,112
351262,Week,AM,42,3
351262,Week,AM,46,34
351262,Week,AM,69,10
351262,Week,AM,71,23
351262,Week,PM,14,118
351262,Week,PM,16,230
351262,Week,PM,17,10
351262,Week,PM,19,33
351262,Week,PM,20,77
351262,Week,PM,21,2
351262,Week,PM,31,8
351262,Week,PM,37,209
351262,Week,PM,38,253
351262,Week,PM,40,178
351262,Week,PM,42,8
351262,Week,PM,46,56
351262,Week,PM,69,23
351262,Week,PM,71,37
351262,Weekend,AM,20,1
351262,Weekend,AM,38,4
351262,Weekend,AM,40,17
351262,Weekend,AM,71,1
351262,Weekend,PM,14,1
351262,Weekend,PM,37,4
351262,Weekend,PM,38,4
351262,Weekend,PM,40,10
351315,Week,AM,14,222
351315,Week,AM,16,175
351315,Week,AM,17,16
351315,Week,AM,19,82
351315,Week,AM,20,64
351315,Week,AM,21,592
351315,Week,AM,37,203
351315,Week,AM,38,312
351315,Week,AM,40,124
351315,Week,AM,46,33
351315,Week,AM,71,19
351315,Week,PM,14,20
351315,Week,PM,16,23
351315,Week,PM,17,18
351315,Week,PM,19,30
351315,Week,PM,20,21
351315,Week,PM,21,1
351315,Week,PM,37,44
351315,Week,PM,38,51
351315,Week,PM,40,21
351315,Week,PM,46,24
351315,Week,PM,71,2
351933,Week,AM,14,4
351933,Week,AM,19,1
351933,Week,AM,20,1
351933,Week,AM,31,10
351933,Week,AM,40,1
351933,Week,AM,42,1
351933,Week,AM,46,1
351933,Week,AM,47,6
351933,Week,AM,69,15
351933,Week,AM,71,4
351933,Week,PM,14,299
351933,Week,PM,16,2
351933,Week,PM,17,3
351933,Week,PM,19,43
351933,Week,PM,20,3
351933,Week,PM,31,704
351933,Week,PM,37,1
351933,Week,PM,38,1
351933,Week,PM,40,55
351933,Week,PM,42,171
351933,Week,PM,46,28
351933,Week,PM,47,78
351933,Week,PM,69,469
351933,Week,PM,71,32
352012,Week,AM,14,384
352012,Week,AM,16,6
352012,Week,AM,17,9
352012,Week,AM,19,57
352012,Week,AM,31,34
352012,Week,AM,38,4
352012,Week,AM,40,8
352012,Week,AM,42,2
352012,Week,AM,46,1
352012,Week,AM,47,166
352012,Week,AM,69,477
352012,Week,AM,71,10
352991,Week,PM,14,187
352991,Week,PM,16,62
352991,Week,PM,17,36
352991,Week,PM,19,41
352991,Week,PM,20,36
352991,Week,PM,31,56
352991,Week,PM,37,52
352991,Week,PM,38,68
352991,Week,PM,40,13
352991,Week,PM,42,27
352991,Week,PM,46,46
352991,Week,PM,47,6
352991,Week,PM,69,73
352991,Week,PM,71,13
352991,Weekend,AM,14,27
352991,Weekend,AM,16,5
352991,Weekend,AM,17,2
352991,Weekend,AM,19,5
352991,Weekend,AM,20,2
352991,Weekend,AM,31,8
352991,Weekend,AM,37,1
352991,Weekend,AM,38,9
352991,Weekend,AM,40,2
352991,Weekend,AM,46,12
352991,Weekend,AM,47,3
352991,Weekend,AM,69,13
352991,Weekend,AM,71,2
352991,Weekend,PM,38,1
352995,Week,AM,14,343
352995,Week,AM,16,26
352995,Week,AM,17,23
352995,Week,AM,19,17
352995,Week,AM,20,26
352995,Week,AM,21,5
352995,Week,AM,31,82
352995,Week,AM,38,5
352995,Week,AM,40,15
352995,Week,AM,42,71
352995,Week,AM,46,6
352995,Week,AM,47,83
352995,Week,AM,69,324
352995,Week,AM,71,9
352995,Week,PM,14,20
352995,Week,PM,19,3
352995,Week,PM,31,7
352995,Week,PM,37,1
352995,Week,PM,38,4
352995,Week,PM,40,1
352995,Week,PM,42,9
352995,Week,PM,46,1
352995,Week,PM,47,4
352995,Week,PM,69,20
352995,Week,PM,71,3
352995,Weekend,AM,14,59
352995,Weekend,AM,16,5
352995,Weekend,AM,17,2
352995,Weekend,AM,19,3
352995,Weekend,AM,20,8
352995,Weekend,AM,21,19
352995,Weekend,AM,31,34
352995,Weekend,AM,37,10
352995,Weekend,AM,38,56
352995,Weekend,AM,40,2
352995,Weekend,AM,42,2
352995,Weekend,AM,46,2
352995,Weekend,AM,47,13
352995,Weekend,AM,69,67
352995,Weekend,AM,71,11
352995,Weekend,PM,14,7
352995,Weekend,PM,19,1
352995,Weekend,PM,20,1
352995,Weekend,PM,31,12
352995,Weekend,PM,37,2
352995,Weekend,PM,38,9
352995,Weekend,PM,40,10
352995,Weekend,PM,42,3
352995,Weekend,PM,47,1
352995,Weekend,PM,69,9
352995,Weekend,PM,71,2
353431,Week,AM,14,121
353431,Week,AM,16,250
353431,Week,AM,17,10
353431,Week,AM,19,32
353431,Week,AM,20,240
353431,Week,AM,21,588
353431,Week,AM,31,7
353431,Week,AM,37,106
353431,Week,AM,38,243
353431,Week,AM,40,103
353431,Week,AM,46,39
353431,Week,AM,69,9
353431,Week,AM,71,96
353431,Week,PM,14,19
353431,Week,PM,16,47
353431,Week,PM,17,1
353431,Week,PM,19,9
353431,Week,PM,20,27
353431,Week,PM,21,14
353431,Week,PM,31,3
353431,Week,PM,37,35
353431,Week,PM,38,34
353431,Week,PM,40,21
353431,Week,PM,46,18
353431,Week,PM,69,7
353431,Week,PM,71,3
353512,Week,AM,16,2
353512,Week,AM,17,1
353512,Week,AM,19,1
353512,Week,AM,20,1
353512,Week,AM,37,2
353512,Week,AM,38,6
353512,Week,AM,46,1
353512,Week,AM,71,2
353512,Week,PM,14,84
353512,Week,PM,16,32
353512,Week,PM,17,39
353512,Week,PM,19,133
353512,Week,PM,20,47
353512,Week,PM,21,11
353512,Week,PM,37,562
353512,Week,PM,38,752
353512,Week,PM,40,127
353512,Week,PM,46,106
353512,Week,PM,71,64
353512,Weekend,AM,14,2
353512,Weekend,AM,20,1
353512,Weekend,AM,37,4
353512,Weekend,AM,38,10
353512,Weekend,AM,71,2
353512,Weekend,PM,14,3
353512,Weekend,PM,16,10
353512,Weekend,PM,17,4
353512,Weekend,PM,19,16
353512,Weekend,PM,20,6
353512,Weekend,PM,37,139
353512,Weekend,PM,38,240
353512,Weekend,PM,40,39
353512,Weekend,PM,46,17
353512,Weekend,PM,71,27
354048,Week,AM,14,10
354048,Week,AM,16,15
354048,Week,AM,17,2
354048,Week,AM,20,4
354048,Week,AM,38,5
354048,Week,AM,46,1
354048,Week,PM,14,192
354048,Week,PM,16,186
354048,Week,PM,17,89
354048,Week,PM,19,21
354048,Week,PM,20,205
354048,Week,PM,31,14
354048,Week,PM,37,113
354048,Week,PM,38,111
354048,Week,PM,40,13
354048,Week,PM,42,7
354048,Week,PM,46,78
354048,Week,PM,69,15
354048,Week,PM,71,28
354150,Week,AM,14,620
354150,Week,AM,17,36
354150,Week,AM,19,56
354150,Week,AM,31,97
354150,Week,AM,38,6
354150,Week,AM,40,14
354150,Week,AM,42,95
354150,Week,AM,46,4
354150,Week,AM,47,336
354150,Week,AM,69,672
354150,Week,AM,71,22
354150,Week,PM,14,45
354150,Week,PM,17,7
354150,Week,PM,19,6
354150,Week,PM,31,13
354150,Week,PM,40,2
354150,Week,PM,42,29
354150,Week,PM,46,1
354150,Week,PM,47,40
354150,Week,PM,69,51
354150,Week,PM,71,1
354150,Weekend,AM,14,35
354150,Weekend,AM,17,4
354150,Weekend,AM,19,1
354150,Weekend,AM,20,1
354150,Weekend,AM,31,12
354150,Weekend,AM,37,9
354150,Weekend,AM,38,57
354150,Weekend,AM,40,1
354150,Weekend,AM,42,5
354150,Weekend,AM,46,1
354150,Weekend,AM,47,16
354150,Weekend,AM,69,40
354150,Weekend,AM,71,4
354150,Weekend,PM,14,5
354150,Weekend,PM,17,1
354150,Weekend,PM,19,1
354150,Weekend,PM,31,1
354150,Weekend,PM,37,5
354150,Weekend,PM,38,5
354150,Weekend,PM,42,2
354150,Weekend,PM,47,5
354150,Weekend,PM,69,4
355057,Week,AM,14,92
355057,Week,AM,16,7
355057,Week,AM,17,5
355057,Week,AM,19,2
355057,Week,AM,20,29
355057,Week,AM,21,1
355057,Week,AM,31,17
355057,Week,AM,40,7
355057,Week,AM,42,5
355057,Week,AM,46,10
355057,Week,AM,47,21
355057,Week,AM,69,13
355057,Week,AM,71,1
355057,Week,PM,14,484
