issuer_code,type_day,violation_category,count
355224,Week,5,1121
355224,Weekend,1,13
355224,Weekend,2,185
355224,Weekend,3,86
355224,Weekend,4,133
355224,Weekend,5,354
355283,Week,1,768
355283,Week,2,2474
355283,Week,3,388
355283,Week,4,11
355283,Week,5,397
355283,Weekend,1,16
355283,Weekend,2,203
355283,Weekend,3,41
355283,Weekend,4,10
355283,Weekend,5,90
355417,Week,1,450
355417,Week,2,1108
355417,Week,3,118
355417,Week,4,874
355417,Week,5,1199
355417,Weekend,1,5
355417,Weekend,2,642
355417,Weekend,3,76
355417,Weekend,4,104
355417,Weekend,5,450
355428,Week,2,1065
355428,Week,3,154
355428,Week,4,147
355428,Week,5,165
355428,Week,6,11
355428,Weekend,2,263
355428,Weekend,3,22
355428,Weekend,4,12
355428,Weekend,5,19
355428,Weekend,6,1
355438,Week,2,1488
355438,Week,3,420
355438,Week,4,494
355438,Week,5,1558
355438,Week,6,23
355438,Weekend,1,5
355438,Weekend,2,237
355438,Weekend,3,50
355438,Weekend,4,38
355438,Weekend,5,346
355438,Weekend,6,1
355446,Week,2,1059
355446,Week,3,446
355446,Week,4,341
355446,Week,5,2037
355446,Weekend,2,174
355446,Weekend,3,46
355446,Weekend,4,29
355446,Weekend,5,311
355451,Week,1,753
355451,Week,2,1846
355451,Week,3,217
355451,Week,4,8
355451,Week,5,326
355451,Weekend,1,15
355451,Weekend,2,168
355451,Weekend,3,15
355451,Weekend,4,10
355451,Weekend,5,36
355453,Week,1,274
355453,Week,2,1955
355453,Week,3,851
355453,Week,4,25
355453,Week,5,591
355453,Week,6,1
355453,Weekend,1,45
355453,Weekend,2,200
355453,Weekend,3,111
355453,Weekend,5,73
355453,Weekend,6,1
355492,Week,1,763
355492,Week,2,694
355492,Week,3,411
355492,Week,4,1
355492,Week,5,197
355492,Week,6,6
355497,Week,1,116
355497,Week,2,688
355497,Week,3,648
355497,Week,4,304
355497,Week,5,1647
355497,Weekend,1,29
355497,Weekend,2,92
355497,Weekend,3,77
355497,Weekend,4,31
355497,Weekend,5,257
355530,Week,1,74
355530,Week,2,1602
355530,Week,3,386
355530,Week,4,514
355530,Week,5,965
355530,Week,6,37
355530,Weekend,2,91
355530,Weekend,3,9
355530,Weekend,4,8
355530,Weekend,5,6
355530,Weekend,6,4
355532,Week,1,11
355532,Week,2,756
355532,Week,3,504
355532,Week,4,178
355532,Week,5,656
355532,Week,6,4
355532,Weekend,2,261
355532,Weekend,3,107
355532,Weekend,4,8
355532,Weekend,5,79
355532,Weekend,6,13
355538,Week,1,119
355538,Week,2,2451
355538,Week,3,482
355538,Week,4,593
355538,Week,5,1352
355538,Week,6,17
355538,Weekend,2,15
355538,Weekend,3,3
355538,Weekend,5,8
355538,Weekend,6,2
355546,Week,1,12
355546,Week,2,1243
355546,Week,3,276
355546,Week,4,49
355546,Week,5,214
355546,Week,6,138
355546,Weekend,1,4
355546,Weekend,2,308
355546,Weekend,3,57
355546,Weekend,4,14
355546,Weekend,5,46
355546,Weekend,6,25
355567,Week,1,20
355567,Week,2,1916
355567,Week,3,467
355567,Week,4,122
355567,Week,5,492
355567,Weekend,1,3
355567,Weekend,2,478
355567,Weekend,3,52
355567,Weekend,4,35
355567,Weekend,5,152
355588,Week,1,1
355588,Week,2,938
355588,Week,3,367
355588,Week,4,6
355588,Week,5,249
355588,Week,6,9
355588,Weekend,2,239
355588,Weekend,3,42
355588,Weekend,5,40
355619,Week,1,48
355619,Week,2,1716
355619,Week,3,1047
355619,Week,4,48
355619,Week,5,297
355619,Week,6,73
355619,Weekend,1,1
355619,Weekend,2,182
355619,Weekend,3,59
355619,Weekend,4,1
355619,Weekend,5,19
355619,Weekend,6,23
355639,Week,1,8
355639,Week,2,2029
355639,Week,3,402
355639,Week,4,31
355639,Week,5,282
355639,Weekend,2,78
355639,Weekend,3,12
355639,Weekend,4,1
355639,Weekend,5,6
355642,Week,2,563
355642,Week,3,420
355642,Week,4,998
355642,Week,5,1875
355642,Weekend,1,18
355642,Weekend,2,86
355642,Weekend,3,50
355642,Weekend,4,176
355642,Weekend,5,354
355675,Week,1,81
355675,Week,2,812
355675,Week,3,386
355675,Week,4,475
355675,Week,5,1783
355675,Weekend,1,115
355675,Weekend,2,118
355675,Weekend,3,81
355675,Weekend,4,33
355675,Weekend,5,298
355677,Week,1,258
355677,Week,2,566
355677,Week,3,76
355677,Week,4,1287
355677,Week,5,1181
355677,Weekend,2,612
355677,Weekend,3,19
355677,Weekend,4,294
355677,Weekend,5,402
355710,Week,1,1304
355710,Week,2,1599
355710,Week,3,271
355710,Week,4,110
355710,Week,5,611
355710,Weekend,1,20
355710,Weekend,2,328
355710,Weekend,3,76
355710,Weekend,4,18
355710,Weekend,5,191
355710,Weekend,6,1
356181,Week,1,17
356181,Week,2,2643
356181,Week,3,338
356181,Week,4,9
356181,Week,5,496
356181,Week,6,39
356181,Weekend,1,1
356181,Weekend,2,237
356181,Weekend,3,33
356181,Weekend,4,4
356181,Weekend,5,29
356181,Weekend,6,1
356214,Week,1,901
356214,Week,2,619
356214,Week,3,47
356214,Week,4,845
356214,Week,5,1204
356214,Weekend,1,36
356214,Weekend,2,94
356214,Weekend,3,8
356214,Weekend,4,20
356214,Weekend,5,268
356225,Week,1,248
356225,Week,2,2872
356225,Week,3,360
356225,Week,4,126
356225,Week,5,544
356225,Weekend,1,5
356225,Weekend,2,827
356225,Weekend,3,103
356225,Weekend,4,11
356225,Weekend,5,112
356259,Week,1,6
356259,Week,2,1330
356259,Week,3,119
356259,Week,4,63
356259,Week,5,346
356259,Weekend,2,1097
356259,Weekend,3,34
356259,Weekend,4,11
356259,Weekend,5,143
356261,Week,1,983
356261,Week,2,1695
356261,Week,3,172
356261,Week,4,245
356261,Week,5,679
356261,Weekend,1,6
356261,Weekend,2,301
356261,Weekend,3,21
356261,Weekend,4,9
356261,Weekend,5,113
356262,Week,1,106
356262,Week,2,1521
356262,Week,3,487
356262,Week,4,165
356262,Week,5,1621
356262,Week,6,1
356262,Weekend,1,116
356262,Weekend,2,370
356262,Weekend,3,56
356262,Weekend,4,14
356262,Weekend,5,415
356262,Weekend,6,2
356304,Week,2,1752
356304,Week,3,661
356304,Week,4,642
356304,Week,5,1866
356304,Week,6,12
356304,Weekend,1,53
356304,Weekend,2,308
356304,Weekend,3,114
356304,Weekend,4,121
356304,Weekend,5,406
356304,Weekend,6,1
356314,Week,1,314
356314,Week,2,333
356314,Week,3,40
356314,Week,4,1953
356314,Week,5,1423
356314,Weekend,2,309
356314,Weekend,3,22
356314,Weekend,4,298
356314,Weekend,5,608
356352,Week,1,509
356352,Week,2,2321
356352,Week,3,288
356352,Week,4,4
356352,Week,5,126
356352,Week,6,127
356352,Weekend,2,395
356352,Weekend,3,73
356352,Weekend,4,4
356352,Weekend,5,43
356356,Week,1,795
356356,Week,2,1240
356356,Week,3,1005
356356,Week,4,42
356356,Week,5,548
356356,Week,6,2
356484,Week,2,1037
356484,Week,3,837
356484,Week,4,239
356484,Week,5,1823
356484,Week,6,4
356484,Weekend,1,71
356484,Weekend,2,145
356484,Weekend,3,119
356484,Weekend,4,22
356484,Weekend,5,329
356512,Week,2,1958
356512,Week,3,223
356512,Week,4,196
356512,Week,5,357
356512,Weekend,2,859
356512,Weekend,3,50
356512,Weekend,4,51
356512,Weekend,5,147
356518,Week,1,427
356518,Week,2,1184
356518,Week,3,225
356518,Week,4,617
356518,Week,5,1032
356518,Week,6,16
356518,Weekend,1,5
356518,Weekend,2,183
356518,Weekend,3,45
356518,Weekend,4,25
356518,Weekend,5,315
356522,Week,2,399
356522,Week,3,189
356522,Week,4,713
356522,Week,5,914
356522,Week,6,7
356522,Weekend,1,60
356522,Weekend,2,287
356522,Weekend,3,50
356522,Weekend,4,109
356522,Weekend,5,449
356565,Week,1,1133
356565,Week,2,817
356565,Week,3,314
356565,Week,4,131
356565,Week,5,811
356565,Weekend,1,6
356565,Weekend,2,244
356565,Weekend,3,59
356565,Weekend,4,22
356565,Weekend,5,404
356959,Week,2,1297
356959,Week,3,609
356959,Week,4,84
356959,Week,5,405
356959,Weekend,2,120
356959,Weekend,3,67
356959,Weekend,4,9
356959,Weekend,5,52
356964,Week,2,2627
356964,Week,3,236
356964,Week,4,79
356964,Week,5,145
356964,Weekend,1,3
356964,Weekend,2,13
356964,Weekend,3,4
356964,Weekend,5,8
357068,Week,1,880
357068,Week,2,1375
357068,Week,3,546
357068,Week,4,21
357068,Week,5,503
357068,Week,6,16
357073,Week,1,6
357073,Week,2,916
357073,Week,3,242
357073,Week,4,972
357073,Week,5,1380
357073,Week,6,9
357073,Weekend,1,93
357073,Weekend,2,83
357073,Weekend,3,32
357073,Weekend,4,116
357073,Weekend,5,531
357073,Weekend,6,1
357078,Week,1,83
357078,Week,2,799
357078,Week,3,410
357078,Week,4,513
357078,Week,5,1674
357078,Weekend,1,62
357078,Weekend,2,100
357078,Weekend,3,83
357078,Weekend,4,73
357078,Weekend,5,326
357086,Week,1,37
357086,Week,2,3075
357086,Week,3,295
357086,Week,4,404
357086,Week,5,732
357086,Week,6,1
357086,Weekend,1,1
357086,Weekend,2,763
357086,Weekend,3,34
357086,Weekend,4,55
357086,Weekend,5,248
357086,Weekend,6,2
357088,Week,1,1
357088,Week,2,964
357088,Week,3,168
357088,Week,4,914
357088,Week,5,1011
357088,Week,6,1
357088,Weekend,2,684
357088,Weekend,3,76
357088,Weekend,4,229
357088,Weekend,5,480
357088,Weekend,6,1
357113,Week,1,46
357113,Week,2,1885
357113,Week,3,266
357113,Week,4,111
357113,Week,5,491
357113,Weekend,1,10
357113,Weekend,2,220
357113,Weekend,3,35
357113,Weekend,4,11
357113,Weekend,5,118
357338,Week,1,6
357338,Week,2,2933
357338,Week,3,467
357338,Week,4,262
357338,Week,5,679
357338,Weekend,2,382
357338,Weekend,3,22
357338,Weekend,4,194
357338,Weekend,5,363
357360,Week,2,3310
357360,Week,3,135
357360,Week,4,738
357360,Week,5,808
357360,Weekend,1,5
357360,Weekend,2,450
357360,Weekend,3,22
357360,Weekend,4,224
357360,Weekend,5,365
357689,Week,2,27
357689,Week,3,7
357689,Week,4,31
357689,Week,5,66
357689,Weekend,2,7
357689,Weekend,3,2
357689,Weekend,4,6
357689,Weekend,5,10
357700,Week,2,2588
357700,Week,3,357
357700,Week,4,31
357700,Week,5,266
357700,Week,6,18
357700,Weekend,2,363
357700,Weekend,3,96
357700,Weekend,5,48
357701,Week,1,22
357701,Week,2,797
357701,Week,3,97
357701,Week,4,927
357701,Week,5,1361
357701,Weekend,2,452
357701,Weekend,3,39
357701,Weekend,4,132
357701,Weekend,5,396
357721,Week,1,9
357721,Week,2,1794
357721,Week,3,308
357721,Week,4,49
357721,Week,5,217
357721,Week,6,20
357721,Weekend,2,129
357721,Weekend,3,6
357721,Weekend,4,1
357721,Weekend,5,17
357721,Weekend,6,1
357724,Week,1,95
357724,Week,2,1618
357724,Week,3,525
357724,Week,4,774
357724,Week,5,1095
357724,Weekend,1,2
357724,Weekend,2,290
357724,Weekend,3,69
357724,Weekend,4,52
357724,Weekend,5,244
357735,Week,1,82
357735,Week,2,2976
357735,Week,3,612
357735,Week,4,97
357735,Week,5,386
357735,Weekend,2,570
357735,Weekend,3,107
357735,Weekend,4,13
357735,Weekend,5,77
357736,Week,1,173
357736,Week,2,1573
357736,Week,3,755
357736,Week,4,672
357736,Week,5,1268
357736,Weekend,1,47
357736,Weekend,2,422
357736,Weekend,3,190
357736,Weekend,4,101
357736,Weekend,5,248
357751,Week,2,1807
357751,Week,3,497
357751,Week,4,521
357751,Week,5,833
357751,Week,6,40
357751,Weekend,2,163
357751,Weekend,3,21
357751,Weekend,4,91
357751,Weekend,5,155
357751,Weekend,6,33
357771,Week,2,3050
357771,Week,3,344
357771,Week,4,31
357771,Week,5,205
357771,Week,6,16
357771,Weekend,2,192
357771,Weekend,3,66
357771,Weekend,5,62
357783,Week,2,1588
357783,Week,3,631
357783,Week,4,802
357783,Week,5,1929
357783,Week,6,115
357783,Weekend,1,226
357783,Weekend,2,368
357783,Weekend,3,174
357783,Weekend,4,57
357783,Weekend,5,453
357792,Week,1,201
357792,Week,2,1421
357792,Week,3,730
357792,Week,4,643
357792,Week,5,2393
357792,Week,6,17
357792,Weekend,1,66
357792,Weekend,2,246
357792,Weekend,3,114
357792,Weekend,4,44
357792,Weekend,5,277
357792,Weekend,6,4
357802,Week,2,1718
357802,Week,3,360
357802,Week,4,314
357802,Week,5,482
357802,Week,6,3
357802,Weekend,2,80
357802,Weekend,3,32
357802,Weekend,4,6
357802,Weekend,5,40
358117,Week,1,1
358117,Week,2,1549
358117,Week,3,730
358117,Week,4,370
358117,Week,5,804
358117,Weekend,2,345
358117,Weekend,3,104
358117,Weekend,4,100
358117,Weekend,5,309
358119,Week,2,2939
358119,Week,3,362
358119,Week,4,106
358119,Week,5,233
358119,Week,6,92
358119,Weekend,2,199
358119,Weekend,3,48
358119,Weekend,4,18
358119,Weekend,5,56
358126,Week,1,789
358126,Week,2,711
358126,Week,3,22
358126,Week,4,1149
358126,Week,5,1218
358126,Weekend,1,22
358126,Weekend,2,39
358126,Weekend,3,1
358126,Weekend,4,175
358126,Weekend,5,361
358128,Week,1,128
358128,Week,2,1454
358128,Week,3,397
358128,Week,4,1059
358128,Week,5,1827
358128,Weekend,1,1
358128,Weekend,2,235
358128,Weekend,3,58
358128,Weekend,4,89
358128,Weekend,5,365
358187,Week,2,1546
358187,Week,3,211
358187,Week,4,464
358187,Week,5,639
358187,Weekend,2,45
358187,Weekend,3,6
358187,Weekend,4,94
358187,Weekend,5,261
358194,Week,1,473
358194,Week,2,2298
358194,Week,3,356
358194,Week,4,893
358194,Week,5,1359
358194,Weekend,1,7
358194,Weekend,2,389
358194,Weekend,3,70
358194,Weekend,4,65
358194,Weekend,5,219
358204,Week,2,2650
358204,Week,3,175
358204,Week,4,153
358204,Week,5,383
358204,Week,6,28
358204,Weekend,2,147
358204,Weekend,3,26
358204,Weekend,4,6
358204,Weekend,5,55
358214,Week,2,2404
358214,Week,3,221
358214,Week,4,236
358214,Week,5,518
358214,Week,6,1
358214,Weekend,2,142
358214,Weekend,3,25
358214,Weekend,4,6
358214,Weekend,5,40
358228,Week,2,1148
358228,Week,3,868
358228,Week,4,65
358228,Week,5,459
358228,Week,6,1
358228,Weekend,2,197
358228,Weekend,3,158
358228,Weekend,4,9
358228,Weekend,5,94
358570,Week,1,1
358570,Week,2,2244
358570,Week,3,239
358570,Week,4,538
358570,Week,5,926
358570,Week,6,2
358570,Weekend,1,6
358570,Weekend,2,413
358570,Weekend,3,101
358570,Weekend,4,54
358570,Weekend,5,186
358579,Week,1,2
358579,Week,2,2299
358579,Week,3,128
358579,Week,4,259
358579,Week,5,469
358579,Weekend,1,2
358579,Weekend,2,181
358579,Weekend,3,11
358579,Weekend,4,114
358579,Weekend,5,235
358594,Week,2,1360
358594,Week,3,477
358594,Week,4,775
358594,Week,5,1500
358594,Week,6,53
358594,Weekend,1,21
358594,Weekend,2,178
358594,Weekend,3,87
358594,Weekend,4,159
358594,Weekend,5,388
358594,Weekend,6,3
358600,Week,2,2124
358600,Week,3,352
358600,Week,4,398
358600,Week,5,592
358600,Weekend,2,675
358600,Weekend,3,48
358600,Weekend,4,177
358600,Weekend,5,275
358603,Week,2,1673
358603,Week,3,361
358603,Week,4,492
358603,Week,5,951
358603,Week,6,13
358603,Weekend,1,3
358603,Weekend,2,238
358603,Weekend,3,110
358603,Weekend,4,42
358603,Weekend,5,179
358607,Week,1,1
358607,Week,2,1438
358607,Week,3,168
358607,Week,4,321
358607,Week,5,948
358607,Week,6,71
358607,Weekend,1,4
358607,Weekend,2,49
358607,Weekend,3,3
358607,Weekend,4,8
358607,Weekend,5,50
358607,Weekend,6,3
358608,Week,1,365
358608,Week,2,1561
358608,Week,3,152
358608,Week,4,532
358608,Week,5,663
358608,Weekend,2,295
358608,Weekend,3,29
358608,Weekend,4,128
358608,Weekend,5,192
358617,Week,2,793
358617,Week,3,144
358617,Week,4,969
358617,Week,5,1231
358617,Week,6,8
358617,Weekend,1,1
358617,Weekend,2,455
358617,Weekend,3,30
358617,Weekend,4,201
358617,Weekend,5,542
358617,Weekend,6,4
358623,Week,1,6
358623,Week,2,3026
358623,Week,3,446
358623,Week,4,451
358623,Week,5,732
358623,Week,6,34
358623,Weekend,1,17
358623,Weekend,2,474
358623,Weekend,3,100
358623,Weekend,4,4
358623,Weekend,5,92
358847,Week,1,37
358847,Week,2,1642
358847,Week,3,173
358847,Week,4,546
358847,Week,5,697
358847,Weekend,1,4
358847,Weekend,2,617
358847,Weekend,3,26
358847,Weekend,4,207
358847,Weekend,5,246
358857,Week,2,2026
358857,Week,3,275
358857,Week,4,282
358857,Week,5,794
358857,Week,6,4
358857,Weekend,1,10
358857,Weekend,2,339
358857,Weekend,3,127
358857,Weekend,4,24
358857,Weekend,5,117
358863,Week,2,1731
358863,Week,3,140
358863,Week,4,415
358863,Week,5,541
358863,Week,6,6
358863,Weekend,2,154
358863,Weekend,3,14
358863,Weekend,4,138
358863,Weekend,5,257
358863,Weekend,6,9
358873,Week,2,1333
358873,Week,3,382
358873,Week,4,294
358873,Week,5,615
358873,Week,6,23
358873,Weekend,2,167
358873,Weekend,3,48
358873,Weekend,4,14
358873,Weekend,5,62
358873,Weekend,6,1
358892,Week,1,15
358892,Week,2,1662
358892,Week,3,288
358892,Week,4,538
358892,Week,5,917
358892,Week,6,5
358892,Weekend,2,164
358892,Weekend,3,25
358892,Weekend,4,1
358892,Weekend,5,26
358936,Week,2,807
358936,Week,3,235
358936,Week,4,802
358936,Week,5,1142
358936,Week,6,26
358936,Weekend,2,111
358936,Weekend,3,25
358936,Weekend,4,182
358936,Weekend,5,366
358936,Weekend,6,8
358944,Week,1,2
358944,Week,2,1610
358944,Week,3,274
358944,Week,4,664
358944,Week,5,875
358944,Week,6,5
358944,Weekend,2,215
358944,Weekend,3,60
358944,Weekend,4,48
358944,Weekend,5,122
358948,Week,1,17
358948,Week,2,1440
358948,Week,3,443
358948,Week,4,579
358948,Week,5,1449
358948,Week,6,15
358948,Weekend,1,2
358948,Weekend,2,174
358948,Weekend,3,53
358948,Weekend,4,45
358948,Weekend,5,170
359336,Week,1,6
359336,Week,2,211
359336,Week,3,77
359336,Week,4,462
359336,Week,5,623
359336,Weekend,2,24
359336,Weekend,3,7
359336,Weekend,4,35
359336,Weekend,5,142
