summons_number,issue_date,violation_code,violation_category,issuer_code,violation_time,Column2,AP,Column1,time_format,first_hour,house_number,street_name,address,City,State,Zip
7097818323,41520,21,1,349570,1141,1141,A,1141,0.486805556,11,101,W 136th St,101 W 136th St,New York,NY,10032
7097818281,41520,71,5,349570,1131,1131,A,1131,0.479861111,11,1635,Amsterdam Ave,1635 Amsterdam Ave,New York,NY,10032
7097818270,41520,21,1,349570,1130,1130,A,1130,0.479166667,11,1635,Amsterdam Ave,1635 Amsterdam Ave,New York,NY,10032
7097818268,41520,71,5,349570,1128,1128,A,1128,0.477777778,11,1635,Amsterdam Ave,1635 Amsterdam Ave,New York,NY,10032
7097818256,41520,21,1,349570,1127,1127,A,1127,0.477083333,11,1635,Amsterdam Ave,1635 Amsterdam Ave,New York,NY,10032
7097818116,41520,21,1,349570,936,936,A,936,0.4,9,70,W 128th St,70 W 128th St,New York,NY,10032
7097818098,41520,21,1,349570,913,913,A,913,0.384027778,9,25,Convent Ave,25 Convent Ave,New York,NY,10032
7097817975,41520,21,1,349570,840,840,A,840,0.361111111,8,364,W 121st St,364 W 121st St,New York,NY,10032
7097817951,41520,21,1,349570,837,837,A,837,0.359027778,8,352,W 122nd St,352 W 122nd St,New York,NY,10032
7097817940,41520,21,1,349570,809,809,A,809,0.339583333,8,510,W 148th St,510 W 148th St,New York,NY,10032
7097817859,41520,21,1,349570,636,636,A,636,0.275,6,885,Columbus Ave,885 Columbus Ave,New York,NY,10032
7097818335,41520,21,1,349570,1144,1144,A,1144,0.488888889,11,2547,Adam Clayton Powell,2547 Adam Clayton Powell,New York,NY,10032
7097818311,41520,21,1,349570,1139,1139,A,1139,0.485416667,11,174,W 136th St,174 W 136th St,New York,NY,10032
7097818300,41520,21,1,349570,1138,1138,A,1138,0.484722222,11,262,W 136th St,262 W 136th St,New York,NY,10032
7097818293,41520,21,1,349570,1136,1136,A,1136,0.483333333,11,268,W 136th St,268 W 136th St,New York,NY,10032
7097818244,41520,21,1,349570,1125,1125,A,1125,0.475694444,11,1590,Amsterdam Ave,1590 Amsterdam Ave,New York,NY,10032
7097818232,41520,21,1,349570,1122,1122,A,1122,0.473611111,11,540,W 136th St,540 W 136th St,New York,NY,10032
7097818220,41520,73,5,349570,1115,1115,A,1115,0.46875,11,620,W 141st St,620 W 141st St,New York,NY,10032
7097818219,41520,21,1,349570,1114,1114,A,1114,0.468055556,11,620,W 141st St,620 W 141st St,New York,NY,10032
7097818207,41520,21,1,349570,1112,1112,A,1112,0.466666667,11,620,W 141st St,620 W 141st St,New York,NY,10032
7097818190,41520,21,1,349570,1111,1111,A,1111,0.465972222,11,610,W 141st St,610 W 141st St,New York,NY,10032
7097818189,41520,21,1,349570,1109,1109,A,1109,0.464583333,11,600,W 141st St,600 W 141st St,New York,NY,10032
7097818177,41520,21,1,349570,950,950,A,950,0.409722222,9,240,W 129th St,240 W 129th St,New York,NY,10032
7097818165,41520,21,1,349570,949,949,A,949,0.409027778,9,236,W 129th St,236 W 129th St,New York,NY,10032
7097818153,41520,21,1,349570,948,948,A,948,0.408333333,9,230,W 129th St,230 W 129th St,New York,NY,10032
7097818141,41520,21,1,349570,942,942,A,942,0.404166667,9,56,W 128th St,56 W 128th St,New York,NY,10032
7097818130,41520,21,1,349570,940,940,A,940,0.402777778,9,60,W 128th St,60 W 128th St,New York,NY,10032
7097818128,41520,21,1,349570,937,937,A,937,0.400694444,9,70,W 128th St,70 W 128th St,New York,NY,10032
7097818104,41520,21,1,349570,915,915,A,915,0.385416667,9,19,W 128th St,19 W 128th St,New York,NY,10032
7097818086,41520,21,1,349570,911,911,A,911,0.382638889,9,48,Convent Ave,48 Convent Ave,New York,NY,10032
7097818050,41520,21,1,349570,906,906,A,906,0.379166667,9,106-08,Convent Ave,106-08 Convent Ave,New York,NY,10032
7097818049,41520,21,1,349570,858,858,A,858,0.373611111,8,50,W 119th St,50 W 119th St,New York,NY,10032
7097818013,41520,21,1,349570,852,852,A,852,0.369444444,8,276,W 119th St,276 W 119th St,New York,NY,10032
7097818001,41520,21,1,349570,850,850,A,850,0.368055556,8,182,St Nicholas Ave,182 St Nicholas Ave,New York,NY,10032
7097817999,41520,21,1,349570,849,849,A,849,0.367361111,8,208,W 119th St,208 W 119th St,New York,NY,10032
7097817963,41520,21,1,349570,838,838,A,838,0.359722222,8,341,W 122nd St,341 W 122nd St,New York,NY,10032
7097817938,41520,21,1,349570,808,808,A,808,0.338888889,8,518,W 148th St,518 W 148th St,New York,NY,10032
7097817926,41520,21,1,349570,806,806,A,806,0.3375,8,544,W 148th St,544 W 148th St,New York,NY,10032
7097817896,41520,19,2,349570,738,738,A,738,0.318055556,7,2463,Broadway,2463 Broadway,New York,NY,10032
7097817884,41520,21,1,349570,736,736,A,736,0.316666667,7,2427,Broadway,2427 Broadway,New York,NY,10032
7097817872,41520,21,1,349570,706,706,A,706,0.295833333,7,965,Columbus Ave,965 Columbus Ave,New York,NY,10032
7097817860,41520,21,1,349570,638,638,A,638,0.276388889,6,845,Columbus Ave,845 Columbus Ave,New York,NY,10032
7097818440,41521,14,2,349570,711,711,A,711,0.299305556,7,700,Columbus Ave,700 Columbus Ave,New York,NY,10032
7097818438,41521,21,1,349570,709,709,A,709,0.297916667,7,750,Columbus Ave,750 Columbus Ave,New York,NY,10032
7097818426,41521,21,1,349570,708,708,A,708,0.297222222,7,808,Columbus Ave,808 Columbus Ave,New York,NY,10032
7097818359,41521,19,2,349570,545,545,A,545,0.239583333,5,2840,Broadway,2840 Broadway,New York,NY,10032
7097818748,41521,21,1,349570,1156,1156,A,1156,0.497222222,11,510,W 218th St,510 W 218th St,New York,NY,10032
7097818736,41521,21,1,349570,1153,1153,A,1153,0.495138889,11,510,W 218th St,510 W 218th St,New York,NY,10032
7097818700,41521,21,1,349570,1147,1147,A,1147,0.490972222,11,33,Indian Rd,33 Indian Rd,New York,NY,10032
7097818694,41521,21,1,349570,1144,1144,A,1144,0.488888889,11,270,Seaman Ave,270 Seaman Ave,New York,NY,10032
7097818682,41521,21,1,349570,1142,1142,A,1142,0.4875,11,245,Seaman Ave,245 Seaman Ave,New York,NY,10032
7097818670,41521,21,1,349570,1141,1141,A,1141,0.486805556,11,221,Seaman Ave,221 Seaman Ave,New York,NY,10032
7097818610,41521,21,1,349570,1000,1000,A,1000,0.416666667,10,3966,10th Ave,3966 10th Ave,New York,NY,10032
7097818608,41521,21,1,349570,950,950,A,950,0.409722222,9,80,Arden St,80 Arden St,New York,NY,10032
7097818591,41521,21,1,349570,948,948,A,948,0.408333333,9,108,Thayer St,108 Thayer St,New York,NY,10032
7097818580,41521,21,1,349570,946,946,A,946,0.406944444,9,62,Thayer St,62 Thayer St,New York,NY,10032
7097818529,41521,21,1,349570,836,836,A,836,0.358333333,8,4,Ft Washington Ave,4 Ft Washington Ave,New York,NY,10032
7097818487,41521,21,1,349570,806,806,A,806,0.3375,8,3842,Broadway,3842 Broadway,New York,NY,10032
7097818475,41521,21,1,349570,740,740,A,740,0.319444444,7,2578,Broadway,2578 Broadway,New York,NY,10032
7097818463,41521,21,1,349570,738,738,A,738,0.318055556,7,2526,Broadway,2526 Broadway,New York,NY,10032
7097818724,41521,21,1,349570,1152,1152,A,1152,0.494444444,11,520,W 218th St,520 W 218th St,New York,NY,10032
7097818645,41521,21,1,349570,1017,1017,A,1017,0.428472222,10,500,W 215th St,500 W 215th St,New York,NY,10032
7097818578,41521,21,1,349570,941,941,A,941,0.403472222,9,107,Ellwood St,107 Ellwood St,New York,NY,10032
7097818566,41521,21,1,349570,939,939,A,939,0.402083333,9,108,Ellwood St,108 Ellwood St,New York,NY,10032
7097818554,41521,21,1,349570,937,937,A,937,0.400694444,9,30-36,Sickles St,30-36 Sickles St,New York,NY,10032
7097818542,41521,21,1,349570,936,936,A,936,0.4,9,41682,Sickles St,41682 Sickles St,New York,NY,10032
7097818530,41521,46,3,349570,905,905,A,905,0.378472222,9,125,Nagle Ave,125 Nagle Ave,New York,NY,10032
7097818517,41521,46,3,349570,813,813,A,813,0.342361111,8,548,W 163rd St,548 W 163rd St,New York,NY,10032
7097818505,41521,71,5,349570,810,810,A,810,0.340277778,8,1061,St Nicholas Ave,1061 St Nicholas Ave,New York,NY,10032
7097818499,41521,48,3,349570,809,809,A,809,0.339583333,8,1061,St Nicholas Ave,1061 St Nicholas Ave,New York,NY,10032
7097818451,41521,21,1,349570,736,736,A,736,0.316666667,7,2518,Broadway,2518 Broadway,New York,NY,10032
7097818414,41521,21,1,349570,706,706,A,706,0.295833333,7,805,Columbus Ave,805 Columbus Ave,New York,NY,10032
7097818402,41521,17,2,349570,655,655,A,655,0.288194444,6,1060,Amsterdam Ave,1060 Amsterdam Ave,New York,NY,10032
7097818396,41521,84,5,349570,653,653,A,653,0.286805556,6,1060,Amsterdam Ave,1060 Amsterdam Ave,New York,NY,10032
7097818384,41521,19,2,349570,652,652,A,652,0.286111111,6,1060,Amsterdam Ave,1060 Amsterdam Ave,New York,NY,10032
7097818372,41521,21,1,349570,636,636,A,636,0.275,6,835,Columbus Ave,835 Columbus Ave,New York,NY,10032
7097818360,41521,10,2,349570,633,633,A,633,0.272916667,6,903,Columbus Ave,903 Columbus Ave,New York,NY,10032
7097818347,41521,40,2,349570,537,537,A,537,0.234027778,5,230-238,W 111th St,230-238 W 111th St,New York,NY,10032
7097818840,41522,46,3,349570,1012,1012,A,1012,0.425,10,1009,Park Ave,1009 Park Ave,New York,NY,10032
7097818827,41522,19,2,349570,840,840,A,840,0.361111111,8,2103,Fredrick Douglas Blv,2103 Fredrick Douglas Blv,New York,NY,10032
7097818815,41522,46,3,349570,819,819,A,819,0.346527778,8,504-510,W 110th St,504-510 W 110th St,New York,NY,10032
7097818803,41522,38,5,349570,815,815,A,815,0.34375,8,2880,Broadway,2880 Broadway,New York,NY,10032
7097818773,41522,14,2,349570,621,621,A,621,0.264583333,6,617,W 155th St,617 W 155th St,New York,NY,10032
7097818761,41522,19,2,349570,555,555,A,555,0.246527778,5,2808-02,Broadway,2808-02 Broadway,New York,NY,10032
7097818785,41522,46,3,349570,653,653,A,653,0.286805556,6,195,Nagle Ave,195 Nagle Ave,New York,NY,10032
7097818888,41522,10,2,349570,1138,1138,A,1138,0.484722222,11,2104,2nd Ave,2104 2nd Ave,New York,NY,10032
7097818876,41522,19,2,349570,1127,1127,A,1127,0.477083333,11,179,E 116th St,179 E 116th St,New York,NY,10032
7097818864,41522,46,3,349570,1125,1125,A,1125,0.475694444,11,1996,3rd Ave,1996 3rd Ave,New York,NY,10032
7097818852,41522,14,2,349570,1042,1042,A,1042,0.445833333,10,1353,2nd Ave,1353 2nd Ave,New York,NY,10032
7097818839,41522,19,2,349570,856,856,A,856,0.372222222,8,2850,Broadway,2850 Broadway,New York,NY,10032
7097818797,41522,19,2,349570,717,717,A,717,0.303472222,7,274,W 145th St,274 W 145th St,New York,NY,10032
7097818931,41523,19,2,349570,752,752,A,752,0.327777778,7,2840,Broadway,2840 Broadway,New York,NY,10032
7097818920,41523,19,2,349570,738,738,A,738,0.318055556,7,747,Amsterdam Ave,747 Amsterdam Ave,New York,NY,10032
7097818906,41523,84,5,349570,650,650,A,650,0.284722222,6,545,W 110th St,545 W 110th St,New York,NY,10032
7097818890,41523,19,2,349570,649,649,A,649,0.284027778,6,545,W 110th St,545 W 110th St,New York,NY,10032
7097819110,41523,46,3,349570,1144,1144,A,1144,0.488888889,11,108,E 125th St,108 E 125th St,New York,NY,10032
7097819091,41523,46,3,349570,1137,1137,A,1137,0.484027778,11,108,E 125th St,108 E 125th St,New York,NY,10032
7097819080,41523,71,5,349570,1032,1032,A,1032,0.438888889,10,274,W 145th St,274 W 145th St,New York,NY,10032
7097819078,41523,19,2,349570,1031,1031,A,1031,0.438194444,10,274,W 145th St,274 W 145th St,New York,NY,10032
7097819066,41523,40,2,349570,1029,1029,A,1029,0.436805556,10,227,W 145th St,227 W 145th St,New York,NY,10032
7097819054,41523,46,3,349570,1025,1025,A,1025,0.434027778,10,2495,Adam Clayton Powell,2495 Adam Clayton Powell,New York,NY,10032
7097818992,41523,38,5,349570,930,930,A,930,0.395833333,9,587,Lenox Ave,587 Lenox Ave,New York,NY,10032
7097819108,41523,46,3,349570,1140,1140,A,1140,0.486111111,11,104,E 125th St,104 E 125th St,New York,NY,10032
7097819042,41523,38,5,349570,1017,1017,A,1017,0.428472222,10,2295,Adam Clayton Powell,2295 Adam Clayton Powell,New York,NY,10032
7097819029,41523,38,5,349570,943,943,A,943,0.404861111,9,490,Lenox Ave,490 Lenox Ave,New York,NY,10032
7097819017,41523,46,3,349570,934,934,A,934,0.398611111,9,549,Lenox Ave,549 Lenox Ave,New York,NY,10032
7097819005,41523,38,5,349570,933,933,A,933,0.397916667,9,553,Lenox Ave,553 Lenox Ave,New York,NY,10032
7097818980,41523,19,2,349570,909,909,A,909,0.38125,9,748,St Nicholas Ave,748 St Nicholas Ave,New York,NY,10032
7097818979,41523,19,2,349570,858,858,A,858,0.373611111,8,550,W 145th St,550 W 145th St,New York,NY,10032
7097818967,41523,40,2,349570,820,820,A,820,0.347222222,8,2955,Broadway,2955 Broadway,New York,NY,10032
7097818955,41523,19,2,349570,800,800,A,800,0.333333333,8,2848,Broadway,2848 Broadway,New York,NY,10032
7097818943,41523,19,2,349570,753,753,A,753,0.328472222,7,545,W 110th St,545 W 110th St,New York,NY,10032
7097818918,41523,14,2,349570,706,706,A,706,0.295833333,7,730,Columbus Ave,730 Columbus Ave,New York,NY,10032
7097819558,41524,46,3,349570,917,917,A,917,0.386805556,9,205,W 115th St,205 W 115th St,New York,NY,10032
7097819546,41524,21,1,349570,840,840,A,840,0.361111111,8,2284,Adam Clayton Powell,2284 Adam Clayton Powell,New York,NY,10032
7097819534,41524,20,2,349570,839,839,A,839,0.360416667,8,2284,Adam Clayton Powell,2284 Adam Clayton Powell,New York,NY,10032
7097819510,41524,21,1,349570,836,836,A,836,0.358333333,8,2288,Adam Clayton Powell,2288 Adam Clayton Powell,New York,NY,10032
7097819236,41524,21,1,349570,716,716,A,716,0.302777778,7,808,Columbus Ave,808 Columbus Ave,New York,NY,10032
7097819194,41524,21,1,349570,711,711,A,711,0.299305556,7,880,Columbus Ave,880 Columbus Ave,New York,NY,10032
7097819182,41524,21,1,349570,709,709,A,709,0.297916667,7,885,Columbus Ave,885 Columbus Ave,New York,NY,10032
7097819157,41524,21,1,349570,639,639,A,639,0.277083333,6,825,Columbus Ave,825 Columbus Ave,New York,NY,10032
7097819388,41524,21,1,349570,812,812,A,812,0.341666667,8,2446,Adam Clayton Powell,2446 Adam Clayton Powell,New York,NY,10032
7097819364,41524,21,1,349570,810,810,A,810,0.340277778,8,2452,Adam Clayton Powell,2452 Adam Clayton Powell,New York,NY,10032
7097819352,41524,21,1,349570,810,810,A,810,0.340277778,8,2454,Adam Clayton Powell,2454 Adam Clayton Powell,New York,NY,10032
7097819315,41524,20,2,349570,745,745,A,745,0.322916667,7,2412,Broadway,2412 Broadway,New York,NY,10032
7097819285,41524,21,1,349570,740,740,A,740,0.319444444,7,2348,Broadway,2348 Broadway,New York,NY,10032
7097819297,41524,40,2,349570,740,740,A,740,0.319444444,7,2350,Broadway,2350 Broadway,New York,NY,10032
7097819273,41524,21,1,349570,739,739,A,739,0.31875,7,2348,Broadway,2348 Broadway,New York,NY,10032
7097819261,41524,21,1,349570,737,737,A,737,0.317361111,7,2315,Broadway,2315 Broadway,New York,NY,10032
7097819250,41524,40,2,349570,724,724,A,724,0.308333333,7,101-103,W 69th St,101-103 W 69th St,New York,NY,10032
7097819248,41524,40,2,349570,721,721,A,721,0.30625,7,101-103,Columbus Ave,101-103 Columbus Ave,New York,NY,10032
7097819224,41524,21,1,349570,715,715,A,715,0.302083333,7,805,Columbus Ave,805 Columbus Ave,New York,NY,10032
7097819212,41524,21,1,349570,713,713,A,713,0.300694444,7,826,Columbus Ave,826 Columbus Ave,New York,NY,10032
7097819200,41524,21,1,349570,712,712,A,712,0.3,7,830,Columbus Ave,830 Columbus Ave,New York,NY,10032
7097819170,41524,21,1,349570,642,642,A,642,0.279166667,6,825,Columbus Ave,825 Columbus Ave,New York,NY,10032
7097819169,41524,21,1,349570,641,641,A,641,0.278472222,6,825,Columbus Ave,825 Columbus Ave,New York,NY,10032
7097819145,41524,21,1,349570,636,636,A,636,0.275,6,865,Columbus Ave,865 Columbus Ave,New York,NY,10032
7097819133,41524,20,2,349570,632,632,A,632,0.272222222,6,301,W 111th St,301 W 111th St,New York,NY,10032
7097819121,41524,46,3,349570,630,630,A,630,0.270833333,6,217,W 111th St,217 W 111th St,New York,NY,10032
7097819571,41524,19,2,349570,1206,6,P,1206,0.504166667,12,1457,3rd Ave,1457 3rd Ave,New York,NY,10032
7097819560,41524,46,3,349570,1029,1029,A,1029,0.436805556,10,3559,Broadway,3559 Broadway,New York,NY,10032
7097819522,41524,21,1,349570,838,838,A,838,0.359722222,8,2286,Adam Clayton Powell,2286 Adam Clayton Powell,New York,NY,10032
7097819509,41524,21,1,349570,829,829,A,829,0.353472222,8,2196,5th Ave,2196 5th Ave,New York,NY,10032
7097819492,41524,21,1,349570,827,827,A,827,0.352083333,8,2186,5th Ave,2186 5th Ave,New York,NY,10032
7097819455,41524,21,1,349570,820,820,A,820,0.347222222,8,2304,Adam Clayton Powell,2304 Adam Clayton Powell,New York,NY,10032
7097819443,41524,21,1,349570,819,819,A,819,0.346527778,8,2306,Adam Clayton Powell,2306 Adam Clayton Powell,New York,NY,10032
7097819431,41524,21,1,349570,818,818,A,818,0.345833333,8,2306,Adam Clayton Powell,2306 Adam Clayton Powell,New York,NY,10032
7097819420,41524,21,1,349570,817,817,A,817,0.345138889,8,2308,Adam Clayton Powell,2308 Adam Clayton Powell,New York,NY,10032
7097819418,41524,21,1,349570,816,816,A,816,0.344444444,8,2368,Adam Clayton Powell,2368 Adam Clayton Powell,New York,NY,10032
7097819406,41524,21,1,349570,815,815,A,815,0.34375,8,2370,Adam Clayton Powell,2370 Adam Clayton Powell,New York,NY,10032
7097819390,41524,21,1,349570,814,814,A,814,0.343055556,8,2376,Adam Clayton Powell,2376 Adam Clayton Powell,New York,NY,10032
7097819376,41524,21,1,349570,811,811,A,811,0.340972222,8,2450,Adam Clayton Powell,2450 Adam Clayton Powell,New York,NY,10032
7097819340,41524,21,1,349570,808,808,A,808,0.338888889,8,2469,Adam Clayton Powell,2469 Adam Clayton Powell,New York,NY,10032
7097819339,41524,21,1,349570,806,806,A,806,0.3375,8,2495,Adam Clayton Powell,2495 Adam Clayton Powell,New York,NY,10032
7097819303,41524,21,1,349570,742,742,A,742,0.320833333,7,2393,Broadway,2393 Broadway,New York,NY,10032
