summons_number,issue_date,violation_code,violation_category,issuer_code,time_format,address,Lat,Long
7937997187,9/5/13,10,2,353164,15:17,9 Bleecker St,40.725525,-73.9931
7937997138,9/5/13,20,2,353164,14:39,190 Elizabeth St,40.721558,-73.99454
7937997126,9/5/13,82,5,353164,14:38,190 Elizabeth St,40.721558,-73.99454
7937997114,9/5/13,20,2,353164,14:17,4 Rivington St,40.721676,-73.99348
7937997102,9/5/13,16,2,353164,13:49,177 Chrystie St,40.72123,-73.992325
7937997084,9/5/13,48,3,353164,13:41,173 Chrystie St,40.72103,-73.99243
7937997035,9/5/13,14,2,353164,12:47,201 E Houston St,40.722473,-73.987335
7937997291,9/5/13,20,2,353164,17:47,1 Rivington St,40.721577,-73.99353
7937997280,9/5/13,20,2,353164,17:37,209 Mulberry St,40.721855,-73.99638
7937997242,9/5/13,20,2,353164,16:18,176 Elizabeth St,40.7211,-73.99471
7937997229,9/5/13,14,2,353164,16:10,85 Kenmare St,40.721264,-73.996666
7937997217,9/5/13,14,2,353164,16:07,52 Kenmare St,40.720802,-73.99566
7937997175,9/5/13,20,2,353164,15:14,316 Mott St,40.72488,-73.99402
7937997163,9/5/13,20,2,353164,15:12,308 Mott St,40.72481,-73.99406
7937997151,9/5/13,16,2,353164,15:10,306 Mott St,40.724792,-73.994064
7937997096,9/5/13,40,2,353164,13:47,165 Chrystie St,40.72063,-73.99264
7937997060,9/5/13,10,2,353164,13:17,7 Rivington St,40.72135,-73.99278
7937997059,9/5/13,14,2,353164,13:02,151 E Houston St,40.723133,-73.98945
7937997047,9/5/13,19,2,353164,12:59,203 Allen St,40.722763,-73.9888
7937997679,9/6/13,40,2,353164,14:52,288 Elizabeth St,40.72453,-73.99335
7937997667,9/6/13,16,2,353164,14:49,306 Mott St,40.724792,-73.994064
7937997643,9/6/13,37,4,353164,14:26,352 Bowery,40.72648,-73.99184
7937997620,9/6/13,46,3,353164,13:49,39 E 1st St,40.72404,-73.99042
7937997849,9/6/13,37,4,353164,17:46,334 Bowery,40.725857,-73.99206
7937997837,9/6/13,20,2,353164,17:38,350 Bowery,40.72645,-73.991844
7937997825,9/6/13,38,5,353164,17:34,338 Bowery,40.726032,-73.992
7937997813,9/6/13,20,2,353164,17:29,53 Bond St,40.726166,-73.99328
7937997801,9/6/13,20,2,353164,17:27,35 Bond St,40.726376,-73.99372
7937997795,9/6/13,20,2,353164,17:24,30 Bond St,40.726536,-73.99378
7937997746,9/6/13,20,2,353164,15:58,40 Bond St,40.726418,-73.99353
7937997722,9/6/13,20,2,353164,15:42,219 Bowery,40.721832,-73.99338
7937997709,9/6/13,19,2,353164,15:39,312 Bowery,40.724934,-73.99239
7937997680,9/6/13,20,2,353164,14:55,310 Elizabeth St,40.724705,-73.99327
7937997760,9/6/13,20,2,353164,16:11,159 Crosby St,40.725433,-73.99557
7937997758,9/6/13,16,2,353164,16:05,65 Bleecker St,40.72612,-73.994896
7937997734,9/6/13,20,2,353164,15:46,327 Bowery,40.725723,-73.99196
7937997710,9/6/13,20,2,353164,15:41,217 Bowery,40.721737,-73.99341
7937997631,9/6/13,38,5,353164,13:54,23 2nd Ave,40.724457,-73.99077
7937997590,9/6/13,14,2,353164,13:37,153 E Houston St,40.723118,-73.9894
7937997588,9/6/13,38,5,353164,12:56,188 Allen St,40.721783,-73.98891
7937997576,9/6/13,38,5,353164,12:55,196 Allen St,40.721863,-73.988884
7937997564,9/6/13,38,5,353164,12:53,203 Allen St,40.722763,-73.9888
7937997552,9/6/13,51,3,353164,12:41,146 Orchard St,40.720406,-73.98898
7937998362,9/7/13,37,4,353164,17:24,320 Bleecker St,40.733055,-74.00414
7937998350,9/7/13,38,5,353164,17:20,82 Christopher St,40.7334,-74.00386
7937998349,9/7/13,38,5,353164,17:14,75 Christopher St,40.733635,-74.00305
7937998313,9/7/13,20,2,353164,16:37,10 W 9th St,40.73295,-73.9963
7937998301,9/7/13,38,5,353164,16:27,5 University Pl,40.73092,-73.99529
7937998283,9/7/13,16,2,353164,15:04,88 W 3rd St,40.729847,-73.99907
7937998260,9/7/13,37,4,353164,14:10,14 Washington Pl,40.729633,-73.99515
7937998258,9/7/13,77,6,353164,14:00,6 E 4th St,40.728237,-73.994026
7937998246,9/7/13,70,5,353164,13:49,670 Broadway,40.727345,-73.99507
7937998234,9/7/13,37,4,353164,13:47,670 Broadway,40.727345,-73.99507
7937998179,9/7/13,71,5,353164,13:24,56 Bleecker St,40.72602,-73.99496
7937998155,9/7/13,14,2,353164,13:12,241 Bowery,40.722626,-73.99309
7937998131,9/7/13,19,2,353164,13:06,226-228 Bowery,40.722076,-73.99344
7937998120,9/7/13,20,2,353164,12:46,58 Rivington St,40.72075,-73.99037
7937998090,9/7/13,38,5,353164,12:36,150 Ludlow St,40.720848,-73.98789
7937998398,9/7/13,38,5,353164,17:53,161 W 4th St,40.731888,-74.00118
7937998386,9/7/13,71,5,353164,17:46,57 Grove St,40.733162,-74.00339
7937998374,9/7/13,38,5,353164,17:40,51 7th Ave S,40.731346,-74.00402
7937998337,9/7/13,14,2,353164,17:07,35 Christopher St,40.73381,-74.001854
7937998325,9/7/13,19,2,353164,17:06,35 Christopher St,40.73381,-74.001854
7937998295,9/7/13,20,2,353164,16:05,55 Washington Sq,40.732853,-74.00147
7937998271,9/7/13,38,5,353164,14:24,566A Laguardia Pl,40.72936,-73.99793
7937998209,9/7/13,38,5,353164,13:37,338 Bowery,40.726032,-73.992
7937998180,9/7/13,14,2,353164,13:29,304 Elizabeth St,40.724655,-73.99329
7937998167,9/7/13,20,2,353164,13:17,262 Elizabeth St,40.72395,-73.993576
7937998143,9/7/13,14,2,353164,13:11,235 Bowery,40.72246,-73.99315
7937998118,9/7/13,71,5,353164,12:44,58 Rivington St,40.72075,-73.99037
7937998106,9/7/13,20,2,353164,12:43,58 Rivington St,40.72075,-73.99037
7937998520,9/8/13,20,2,353164,11:54,223-225 Bowery,40.722027,-73.9933
7937998519,9/8/13,40,2,353164,11:50,224 Elizabeth St,40.722816,-73.99404
7937998507,9/8/13,14,2,353164,11:45,241 Bowery,40.722626,-73.99309
7937998477,9/8/13,70,5,353164,11:17,49 Bond St,40.72621,-73.99338
7937998465,9/8/13,40,2,353164,11:10,19 Bond St,40.726566,-73.99411
7937998416,9/8/13,20,2,353164,10:36,174 Forsyth St,40.721313,-73.99128
7937998738,9/8/13,14,2,353164,16:24,10 Kenmare St,40.720387,-73.99441
7937998702,9/8/13,71,5,353164,16:05,101 Crosby St,40.723663,-73.997055
7937998684,9/8/13,16,2,353164,15:08,75 Spring St,40.722645,-73.99779
7937998660,9/8/13,14,2,353164,14:53,628 Broadway,40.726086,-73.99613
7937998659,9/8/13,71,5,353164,14:49,644 Broadway,40.726517,-73.995766
7937998635,9/8/13,14,2,353164,14:02,201 E Houston St,40.722473,-73.987335
7937998623,9/8/13,40,2,353164,13:59,188 Ludlow St,40.722107,-73.98724
7937998600,9/8/13,40,2,353164,13:23,164 Ludlow St,40.721375,-73.98762
7937998570,9/8/13,10,2,353164,13:10,87 Rivington St,40.72022,-73.98901
7937998544,9/8/13,20,2,353164,12:38,223-225 Bowery,40.722027,-73.9933
7937998714,9/8/13,14,2,353164,16:11,13 Cleveland Pl,40.72148,-73.997314
7937998696,9/8/13,71,5,353164,16:02,120 Crosby St,40.724377,-73.99663
7937998672,9/8/13,16,2,353164,15:06,75 Spring St,40.722645,-73.99779
7937998647,9/8/13,14,2,353164,14:05,201 E Houston St,40.722473,-73.987335
7937998532,9/8/13,71,5,353164,12:25,26 Bond St,40.726585,-73.99388
7937998489,9/8/13,14,2,353164,11:33,87 E Houston St,40.72415,-73.99282
7937998428,9/8/13,40,2,353164,10:45,173 Elizabeth St,40.72116,-73.994835
7937999056,9/14/13,38,5,353164,17:47,632 Broadway,40.72617,-73.99606
7937999044,9/14/13,38,5,353164,17:39,2 Bond St,40.72698,-73.994675
7937999019,9/14/13,16,2,353164,16:48,69 Spring St,40.722515,-73.99748
7937998982,9/14/13,38,5,353164,16:20,579 Broadway,40.724598,-73.99757
7937998921,9/14/13,40,2,353164,15:00,274 Mercer St,40.729183,-73.99465
7937998908,9/14/13,37,4,353164,14:20,1 W 3rd St,40.72788,-73.99474
7937998854,9/14/13,38,5,353164,13:59,2 Bond St,40.72698,-73.994675
7937998842,9/14/13,40,2,353164,13:51,1 Great Jones St,40.732353,-74.00175
7937998817,9/14/13,20,2,353164,13:32,350 Bowery,40.72645,-73.991844
7937998805,9/14/13,70,5,353164,13:28,334 Bowery,40.725857,-73.99206
7937998763,9/14/13,14,2,353164,13:09,304 Elizabeth St,40.724655,-73.99329
7937998751,9/14/13,10,2,353164,13:03,33 Bleecker St,40.725628,-73.99347
7937999068,9/14/13,38,5,353164,17:54,588 Broadway,40.72487,-73.99717
7937999032,9/14/13,20,2,353164,17:25,41 Bleecker St,40.72566,-73.99359
7937998994,9/14/13,37,4,353164,16:29,561 Broadway,40.72405,-73.99803
7937998970,9/14/13,38,5,353164,15:26,65 Bleecker St,40.72612,-73.994896
7937998969,9/14/13,37,4,353164,15:23,65 Bleecker St,40.72612,-73.994896
7937998945,9/14/13,37,4,353164,15:17,645 Broadway,40.72665,-73.99583
7937998910,9/14/13,37,4,353164,14:52,566 Laguardia Pl,40.72936,-73.99793
7937998891,9/14/13,38,5,353164,14:14,68 Bleecker St,40.72631,-73.995544
7937998880,9/14/13,37,4,353164,14:08,64 Bleecker St,40.726208,-73.99534
7937998878,9/14/13,38,5,353164,14:06,64 Bleecker St,40.726208,-73.99534
7937998799,9/14/13,40,2,353164,13:24,57 Bond St,40.72612,-73.99318
7937998787,9/14/13,14,2,353164,13:16,11 E 1st St,40.72458,-73.99169
7937998775,9/14/13,14,2,353164,13:14,8 E 1st St,40.724743,-73.99178
7937999433,9/15/13,19,2,353164,16:29,276 Bowery,40.723717,-73.992836
7937999391,9/15/13,19,2,353164,15:29,269 Bowery,40.724045,-73.99256
7937999378,9/15/13,16,2,353164,15:12,106 Rivington St,40.720024,-73.987976
7937999366,9/15/13,20,2,353164,15:03,109 Norfolk St,40.718964,-73.98716
7937999330,9/15/13,20,2,353164,13:11,174 Forsyth St,40.721313,-73.99128
7937999317,9/15/13,40,2,353164,12:59,38 Delancey St,40.719727,-73.99188
7937999275,9/15/13,14,2,353164,12:29,180 Mott St,40.720448,-73.99585
7937999251,9/15/13,40,2,353164,12:19,2 Spring St,40.7209,-73.99386
7937999240,9/15/13,40,2,353164,11:50,214 Bowery,40.72167,-73.99358
7937999214,9/15/13,71,5,353164,11:27,290 Elizabeth St,40.724545,-73.99334
7937999196,9/15/13,71,5,353164,11:15,50 Bond St,40.726295,-73.99328
7937999172,9/15/13,16,2,353164,10:58,302-4 Mott St,40.72476,-73.99408
7937999160,9/15/13,71,5,353164,10:53,262 Mott St,40.723667,-73.99455
7937999123,9/15/13,14,2,353164,10:36,180 Mott St,40.720448,-73.99585
7937999111,9/15/13,20,2,353164,10:25,174 Forsyth St,40.721313,-73.99128
7937999100,9/15/13,20,2,353164,10:24,174 Forsyth St,40.721313,-73.99128
7937999093,9/15/13,10,2,353164,10:17,100 Rivington St,40.720123,-73.988304
7937999421,9/15/13,14,2,353164,16:27,87 E Houston St,40.72415,-73.99282
7937999354,9/15/13,20,2,353164,14:13,141 Ludlow St,40.720467,-73.988235
7937999287,9/15/13,14,2,353164,12:31,180 Mott St,40.720448,-73.99585
7937999238,9/15/13,53,3,353164,11:44,224 Elizabeth St,40.722816,-73.99404
7937999202,9/15/13,71,5,353164,11:20,306 Bowery,40.724754,-73.992455
7937999135,9/15/13,14,2,353164,10:37,180 Mott St,40.720448,-73.99585
7937999342,9/15/13,20,2,353164,13:12,174 Forsyth St,40.721313,-73.99128
7937999329,9/15/13,20,2,353164,13:10,174 Forsyth St,40.721313,-73.99128
7937999305,9/15/13,46,3,353164,12:54,108 Forsyth St,40.718803,-73.99257
7937999688,9/16/13,20,2,353164,17:51,36 Bleecker St,40.725643,-73.99395
7937999639,9/16/13,37,4,353164,16:33,566 Laguardia Pl,40.72936,-73.99793
7937999597,9/16/13,37,4,353164,14:58,14 Washington Pl,40.729633,-73.99515
7937999573,9/16/13,38,5,353164,14:53,32 Waverly Pl,40.73035,-73.99495
7937999500,9/16/13,71,5,353164,14:07,1 Washington Pl,40.729065,-73.99373
7937999470,9/16/13,16,2,353164,12:59,68 E 1st St,40.723484,-73.98879
7937999445,9/16/13,10,2,353164,12:44,62 Rivington St,40.720684,-73.990166
7937999676,9/16/13,42,4,353164,17:10,588 Broadway,40.72487,-73.99717
7937999664,9/16/13,42,4,353164,17:07,580 Broadway,40.724617,-73.997375
7937999652,9/16/13,10,2,353164,16:58,106 Prince St,40.7249,-73.99926
7937999627,9/16/13,20,2,353164,15:54,29 W 4th St,40.73297,-74.00232
7937999615,9/16/13,38,5,353164,15:45,14 Washington Pl,40.729633,-73.99515
7937999585,9/16/13,37,4,353164,14:56,14 Washington Pl,40.729633,-73.99515
7937999536,9/16/13,17,2,353164,14:31,204 Mercer St,40.726624,-73.99683
7937999524,9/16/13,71,5,353164,14:26,75 Bleecker St,40.726585,-73.99583
7937999512,9/16/13,69,5,353164,14:21,650 Broadway,40.72671,-73.995605
7937999494,9/16/13,38,5,353164,13:44,1 Great Jones St,40.732353,-74.00175
7937999482,9/16/13,14,2,353164,13:04,8 E 1st St,40.724743,-73.99178
7937999469,9/16/13,14,2,353164,12:52,151 E Houston St,40.723133,-73.98945
7937999457,9/16/13,38,5,353164,12:48,169 Allen St,40.7211,-73.989624
7937999974,9/18/13,71,5,353164,12:43,172 Ludlow St,40.72162,-73.987495
7938296570,9/18/13,16,2,353164,17:53,183 Mott St,40.720585,-73.99595
7938296430,9/18/13,71,5,353164,14:19,296 Elizabeth St,40.72459,-73.99332
7938296429,9/18/13,71,5,353164,14:16,296 Elizabeth St,40.72459,-73.99332
7937999950,9/18/13,82,5,353164,12:39,165 Ludlow St,40.721413,-73.987755
7938296569,9/18/13,14,2,353164,17:52,180 Mott St,40.720448,-73.99585
7938296454,9/18/13,20,2,353164,14:33,166 Crosby St,40.725582,-73.99562
7938296405,9/18/13,71,5,353164,14:06,4 E 1st St,40.72488,-73.99211
7938296399,9/18/13,48,3,353164,14:02,22 E 1st St,40.724453,-73.9911
7938296375,9/18/13,14,2,353164,13:49,151 E Houston St,40.723133,-73.98945
7937999998,9/18/13,40,2,353164,13:09,8 E 1st St,40.724743,-73.99178
7937999986,9/18/13,20,2,353164,12:55,177 Ludlow St,40.72178,-73.987564
7937999962,9/18/13,20,2,353164,12:41,165 Ludlow St,40.721413,-73.987755
7391082284,9/19/13,20,2,353164,17:53,47 W 13th St,40.736,-73.995605
7391082272,9/19/13,20,2,353164,17:21,13 W 13th St,40.735558,-73.99455
7391082260,9/19/13,20,2,353164,17:19,13 W 13th St,40.735558,-73.99455
7391082247,9/19/13,20,2,353164,16:16,43A W 13th St,40.73596,-73.99551
7391082211,9/19/13,20,2,353164,15:32,60 W 13th St,40.736076,-73.99608
7391082193,9/19/13,37,4,353164,15:23,510 6th Ave,40.736664,-73.99726
7391082132,9/19/13,37,4,353164,14:18,14 Washington Pl,40.729633,-73.99515
7391082107,9/19/13,20,2,353164,13:47,383 Lafayette St,40.727577,-73.99331
7391082077,9/19/13,20,2,353164,13:34,25 Bond St,40.726494,-73.99396
7391082041,9/19/13,77,6,353164,13:06,300 Bowery,40.724537,-73.99254
7391082296,9/19/13,38,5,353164,17:56,498 6th Ave,40.736374,-73.997475
7391082259,9/19/13,20,2,353164,16:18,34 W 13th St,40.735733,-73.99526
7391082235,9/19/13,20,2,353164,16:14,47 W 13th St,40.736,-73.995605
7391082223,9/19/13,20,2,353164,16:13,60 W 13th St,40.736076,-73.99608
7391082200,9/19/13,20,2,353164,15:27,47 W 13th St,40.736,-73.995605
7391082181,9/19/13,14,2,353164,15:19,65 W 14th St,40.736927,-73.99566
7391082170,9/19/13,38,5,353164,14:40,56 W 8th St,40.733105,-73.99851
7391082168,9/19/13,37,4,353164,14:38,48 W 8th St,40.733025,-73.998314
7391082156,9/19/13,37,4,353164,14:35,27 W 8th St,40.732887,-73.997696
7391082144,9/19/13,38,5,353164,14:31,29 W 8th St,40.73293,-73.9978
7391082119,9/19/13,69,5,353164,14:03,676 Broadway,40.72756,-73.99489
7391082090,9/19/13,38,5,353164,13:39,334 Bowery,40.725857,-73.99206
7391082089,9/19/13,20,2,353164,13:37,52 Bond St,40.726273,-73.99323
7391082065,9/19/13,31,2,353164,13:23,68 Bleecker St,40.72631,-73.995544
7391082053,9/19/13,19,2,353164,13:08,89A E Houston St,40.724094,-73.99266
7391082030,9/19/13,48,3,353164,13:03,4 E 1st St,40.72488,-73.99211
7391082028,9/19/13,38,5,353164,12:40,156 Allen St,40.720837,-73.98935
7391082806,9/20/13,20,2,353164,17:38,316 Mott St,40.72488,-73.99402
7391082739,9/20/13,31,2,353164,15:59,589 Broadway,40.724895,-73.997314
7391082727,9/20/13,38,5,353164,15:52,69 Prince St,40.723938,-73.99694
7391082715,9/20/13,20,2,353164,15:03,275 Mott St,40.724064,-73.99454
7391082697,9/20/13,16,2,353164,14:58,306 Mott St,40.724792,-73.994064
7391082650,9/20/13,71,5,353164,14:46,296 Elizabeth St,40.72459,-73.99332
7391082648,9/20/13,20,2,353164,14:41,260 Elizabeth St,40.72389,-73.99361
7391082636,9/20/13,14,2,353164,14:31,87 E Houston St,40.72415,-73.99282
7391082570,9/20/13,20,2,353164,13:59,1 Rivington St,40.721577,-73.99353
7391082557,9/20/13,46,3,353164,13:43,172 Forsyth St,40.721226,-73.991325
7391082545,9/20/13,40,2,353164,13:39,208 Forsyth St,40.722355,-73.990746
7391082533,9/20/13,20,2,353164,12:39,132 Ludlow St,40.720093,-73.988266
7391082818,9/20/13,20,2,353164,17:40,309 Mott St,40.724846,-73.994194
7391082788,9/20/13,20,2,353164,17:31,304 Mulberry St,40.72504,-73.99479
7391082776,9/20/13,20,2,353164,16:46,137 Greene St,40.72532,-73.99917
7391082764,9/20/13,20,2,353164,16:43,142 Greene St,40.725277,-73.99903
7391082740,9/20/13,84,5,353164,16:06,575 Broadway,40.72448,-73.997665
7391082703,9/20/13,20,2,353164,15:01,278 Mott St,40.724148,-73.99435
7391082685,9/20/13,17,2,353164,14:55,29 Bleecker St,40.72561,-73.99341
7391082673,9/20/13,10,2,353164,14:52,5 Bleecker St,40.72551,-73.99304
7391082661,9/20/13,14,2,353164,14:49,306 Elizabeth St,40.72467,-73.993286
7391082600,9/20/13,14,2,353164,14:21,275 Mott St,40.724064,-73.99454
7391082594,9/20/13,71,5,353164,14:09,219 Mott St,40.72215,-73.99533
7391083215,9/21/13,16,2,353164,14:28,306 Mott St,40.724792,-73.994064
7391083197,9/21/13,38,5,353164,14:12,666 Broadway,40.7272,-73.99519
7391083173,9/21/13,20,2,353164,13:34,344 Bowery,40.726295,-73.991905
7391083161,9/21/13,14,2,353164,13:27,11 E 1st St,40.72458,-73.99169
7391083150,9/21/13,37,4,353164,13:24,23 2nd Ave,40.724457,-73.99077
7391083112,9/21/13,20,2,353164,13:10,47 2nd Ave,40.725384,-73.9901
7391083094,9/21/13,71,5,353164,13:03,86 E 4th St,40.726112,-73.989395
7391083082,9/21/13,40,2,353164,13:00,88 E 4th St,40.726074,-73.9893
7391083290,9/21/13,38,5,353164,16:27,7 Great Jones St,40.727425,-73.99404
7391083276,9/21/13,38,5,353164,16:16,1 W 3rd St,40.72788,-73.99474
7391083227,9/21/13,38,5,353164,14:33,65 Bleecker St,40.72612,-73.994896
7391083355,9/21/13,37,4,353164,17:36,1 Bond St,40.726887,-73.99475
7391083252,9/21/13,38,5,353164,15:28,32 Waverly Pl,40.73035,-73.99495
7391083239,9/21/13,37,4,353164,14:36,68 Bleecker St,40.72631,-73.995544
7391083148,9/21/13,38,5,353164,13:21,23 2nd Ave,40.724457,-73.99077
7391083124,9/21/13,38,5,353164,13:14,41 2nd Ave,40.72508,-73.99032
7391083100,9/21/13,53,3,353164,13:07,50 2nd Ave,40.72545,-73.98988
7391083070,9/21/13,38,5,353164,12:54,133 E 4th St,40.725395,-73.987366
